discipline;category;rank;firstname;lastname;country;yob;Qualification score;Qualification rank;Semi-Final score;Semi-Final rank;Final score;Final rank
boulder;Women;6;Katja;Debevec;SLO;1995;2T5z 3 10;19;2T3z 5 5;6;0T2z 0 6;6
boulder;Women;7;Miho;Nonaka;JPN;1997;4T4z 6 6;11;2T2z 3 2;7;;
boulder;Women;8;Andrea;Kümin;SUI;1997;4T5z 8 10;8;1T2z 1 4;8;;
boulder;Women;9;Brooke;Raboutou;USA;2001;5T5z 9 9;5;1T2z 1 5;9;;
boulder;Women;10;Lucka;Rakovec;SLO;2001;4T5z 9 14;9;1T2z 4 4;10;;
boulder;Women;11;Franziska;Sterrer;AUT;1998;5T5z 13 12;13;1T2z 5 6;11;;
boulder;Women;12;Jessica;Pilz;AUT;1996;3T5z 3 7;13;1T2z 5 10;12;;
boulder;Women;13;Stasa;Gejo;SRB;1997;4T5z 4 5;5;1T2z 7 6;13;;
boulder;Women;14;Lucija;Tarkus;SLO;2003;3T5z 4 8;15;1T1z 1 1;14;;
boulder;Women;15;Mia;Krampl;SLO;2000;5T5z 10 10;9;0T3z 0 21;15;;
boulder;Women;16;Roxana;Wienand;GER;2000;5T5z 9 9;5;0T2z 0 13;16;;
boulder;Women;17;Elena;Krasovskaia;RUS;2000;4T5z 9 10;19;0T1z 0 3;17;;
boulder;Women;18;Julia;Chanourdie;FRA;1996;4T5z 9 9;17;0T0z 0 0;18;;
boulder;Women;18;Camilla;Moroni;ITA;2001;5T5z 11 9;11;0T0z 0 0;18;;
boulder;Women;18;Ayala;Kerem;ISR;2001;2T5z 2 9;17;0T0z 0 0;18;;
boulder;Women;21;Petra;Klingler;SUI;1992;4T5z 11 11;21;;;;
boulder;Women;21;Kyra;Condie;USA;1996;2T4z 4 6;21;;;;
boulder;Women;23;Viktoriia;Meshkova;RUS;2000;4T5z 15 16;23;;;;
boulder;Women;23;Alma;Bestvater;GER;1996;2T4z 4 12;23;;;;
boulder;Women;25;Chloe;Caulier;BEL;1996;4T4z 5 5;25;;;;
boulder;Women;25;Kylie;Cullen;USA;2004;2T4z 6 13;25;;;;
boulder;Women;27;Afra;Hönig;GER;1995;1T5z 4 12;27;;;;
boulder;Women;27;Sabina;van Essen;NED;2005;4T4z 8 7;27;;;;
boulder;Women;29;Laura;Rogora;ITA;2001;4T4z 9 9;29;;;;
boulder;Women;29;Anna;Zaikina;RUS;1993;1T4z 2 9;29;;;;
boulder;Women;31;Johanna;Färber;AUT;1998;1T3z 2 4;31;;;;
boulder;Women;31;Giorgia;Tesio;ITA;2000;4T4z 10 10;31;;;;
boulder;Women;33;Sandra;Lettner;AUT;2001;1T3z 2 6;33;;;;
boulder;Women;33;Clothilde;Morin;FRA;2000;3T5z 4 12;33;;;;
boulder;Women;35;Fanny;Gibert;FRA;1993;3T5z 6 8;35;;;;
boulder;Women;35;Julija;Kruder;SLO;1997;1T3z 3 5;35;;;;
boulder;Women;37;Ekaterina;Kipriianova;RUS;1989;3T5z 6 10;37;;;;
boulder;Women;37;Saula;Lerondel;FRA;2004;1T2z 3 2;37;;;;
boulder;Women;39;Daria;Nesterenko;UKR;2003;1T2z 3 5;39;;;;
boulder;Women;39;Irina;Kuzmenko;RUS;1995;3T5z 9 12;39;;;;
boulder;Women;41;Hannah;Meul;GER;2001;0T4z 0 11;41;;;;
boulder;Women;41;Pleun;Frank;NED;2002;3T5z 10 13;41;;;;
boulder;Women;43;Margaryta;Zakharova;UKR;1995;0T3z 0 4;43;;;;
boulder;Women;43;Eliska;Bulenova;CZE;2003;3T4z 10 12;43;;;;
boulder;Women;45;Anne-Sophie;Koller;SUI;1996;0T3z 0 7;45;;;;
boulder;Women;45;Lucie;Watillon;BEL;2003;3T4z 11 15;45;;;;
boulder;Women;45;Tiba;Vroom;NED;1999;0T3z 0 7;45;;;;
boulder;Women;48;Iziar;Martínez Almendros;ESP;2005;3T4z 19 20;48;;;;
boulder;Women;49;Natalie;Bärtschi;SUI;1994;2T5z 3 10;49;;;;
boulder;Women;49;Martina;Zanetti;ITA;1997;0T3z 0 9;49;;;;
boulder;Women;49;Lynn;van der Meer;NED;1999;0T3z 0 9;49;;;;
boulder;Women;52;Campbell;Sarinopoulos;USA;2004;2T5z 9 16;52;;;;
boulder;Women;53;Giulia;Medici;ITA;1999;2T5z 13 16;53;;;;
boulder;Women;53;Elza Elizabete;Baraka;LAT;2001;0T3z 0 20;53;;;;
boulder;Women;55;Emilie;Pupko;ISR;2003;0T2z 0 3;55;;;;
boulder;Women;55;Ingrid;Kindlihagen;NOR;2002;2T3z 5 9;55;;;;
boulder;Women;55;Laura;Loikas;FIN;2002;0T2z 0 3;55;;;;
boulder;Women;58;Yael;Taub;ISR;1996;1T5z 1 8;58;;;;
boulder;Women;59;Sofya;Yokoyama;SUI;1998;1T4z 2 18;59;;;;
boulder;Women;59;Celina;Schoibl;AUT;2001;0T2z 0 4;59;;;;
boulder;Women;61;Maya;Dreamer;ISR;2001;1T4z 6 23;61;;;;
boulder;Women;61;Mona;Kellner;GER;1997;0T2z 0 7;61;;;;
boulder;Women;63;Nika;Potapova;UKR;2003;0T1z 0 1;63;;;;
boulder;Women;63;Emma Stöver;Wollebaek;NOR;2003;0T1z 0 1;63;;;;
boulder;Women;63;Aida;Torres Illamola;ESP;2002;1T3z 2 12;63;;;;
boulder;Women;63;Regine;Storå;NOR;2001;0T1z 0 1;63;;;;
boulder;Women;67;Mattea;Pötzi;AUT;2000;1T3z 5 8;67;;;;
boulder;Women;68;Arta;Matelsone;LAT;1997;1T2z 4 7;68;;;;
boulder;Women;69;Adela;Bajerova;CZE;2003;0T1z 0 4;69;;;;
boulder;Women;69;Yael;Baharad;ISR;2001;0T4z 0 15;69;;;;
