discipline;category;rank;firstname;lastname;country;yob;Qualification 1 score;Qualification 1 rank;Qualification 2 score;Qualification 2 rank;Qualification score;Qualification rank;Semi-Final score;Semi-Final rank;Final score;Final rank
boulder;Women;55;Valentina;Aguado;ARG;2001;;;;;0T3z 0 10;55;;;;
boulder;Women;55;Celina;Schoibl;AUT;2001;;;;;1T1z 6 6;55;;;;
boulder;Women;57;Lucie;Watillon;BEL;2003;;;;;0T2z 0 4;57;;;;
boulder;Women;57;Michaela;Smetanova;CZE;2003;;;;;0T3z 0 12;57;;;;
boulder;Women;59;Mattea;Pötzi;AUT;2000;;;;;0T2z 0 7;59;;;;
boulder;Women;59;Alessia;Mabboni;ITA;2005;;;;;0T3z 0 13;59;;;;
boulder;Women;61;Ingrid;Kindlihagen;NOR;2002;;;;;0T3z 0 17;61;;;;
boulder;Women;61;Lucie;Delcoigne;BEL;2002;;;;;0T2z 0 8;61;;;;
boulder;Women;63;Aida;Torres Illamola;ESP;2002;;;;;0T3z 0 18;63;;;;
boulder;Women;63;Katrin;Amann;SWE;1995;;;;;0T1z 0 3;63;;;;
boulder;Women;65;Anna;Zaikina;RUS;1993;;;;;0T2z 0 4;65;;;;
boulder;Women;65;Lea;Kempf;AUT;2004;;;;;0T1z 0 6;65;;;;
boulder;Women;67;Campbell;Sarinopoulos;USA;2004;;;;;0T1z 0 9;67;;;;
boulder;Women;67;Elza Elizabete;Baraka;LAT;2001;;;;;0T2z 0 5;67;;;;
boulder;Women;69;Arta;Matelsone;LAT;1997;;;;;0T1z 0 13;69;;;;
boulder;Women;69;Ignacia;Mellado Quinteros;CHI;2002;;;;;0T2z 0 6;69;;;;
boulder;Women;71;Elizabeth;Sepulveda;PUR;2002;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Daria;Nesterenko;UKR;2003;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Eliska;Bulenova;CZE;2003;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Roosa;Huhtikorpi;FIN;1989;;;;;0T2z 0 7;71;;;;
boulder;Women;71;Johanna;Sörbom;SWE;1994;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Tove;Wåhlin;SWE;1994;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Agniete;Baltrune;LTU;1995;;;;;0T2z 0 7;71;;;;
boulder;Women;71;Nikoline;Öhrström;DEN;2001;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Anastasija;Teriochina;LTU;1987;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Valeri;Kremer;ISR;1991;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Evdoxia-Aikaterini;KALLIA;GRE;2002;;;;;0T0z 0 0;71;;;;
boulder;Women;71;Edel;Lemvik;NOR;2004;;;;;0T0z 0 0;71;;;;
boulder;Women;83;Iziar;Martínez Almendros;ESP;2005;;;;;0T2z 0 8;83;;;;
boulder;Women;83;Adela;Bajerova;CZE;2003;;;;;0T2z 0 8;83;;;;
boulder;Women;83;Sunniva;Øvre-Eide;NOR;2004;;;;;0T2z 0 8;83;;;;
boulder;Women;86;Tiba;Vroom;NED;1999;;;;;0T1z 0 1;86;;;;
boulder;Women;86;Tina Johnsen;Hafsaas;NOR;1994;;;;;0T1z 0 1;86;;;;
boulder;Women;88;Bianka;Janecka;POL;2003;;;;;0T1z 0 2;88;;;;
boulder;Women;;Vanda;Michalkova;SVK;2002;;;;;DNS;;;;;
