City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification 1 score,Qualification 1 rank,Qualification 2 score,Qualification 2 rank,Qualification score,Qualification rank,Semi-Final score,Semi-Final rank,Final score,Final rank
Innsbruck,AUT,2022,BL,WC,boulder,Men,21,Satone,YOSHIDA,JPN,2004,,,,,3T5z 8 11,21,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,21,Jan-Luca,Posch,AUT,1998,,,,,3T5z 4 11,21,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,23,Mickael,Mawem,FRA,1990,,,,,3T4z 8 6,23,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,23,Keita,Dohi,JPN,2000,,,,,3T5z 8 12,23,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,25,Max,Kleesattel,GER,1998,,,,,3T4z 4 8,25,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,25,Anze,Peharc,SLO,1997,,,,,2T5z 2 8,25,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,27,Simon,Lorenzi,BEL,1997,,,,,3T4z 7 7,27,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,27,Jesse,Grupper,USA,1997,,,,,2T5z 6 15,27,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,29,Eneko,Carretero Cruz,ESP,2001,,,,,3T4z 9 10,29,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,29,Jernej,Kruder,SLO,1990,,,,,2T4z 2 5,29,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,31,Don,van Laere,NED,1999,,,,,2T4z 6 7,31,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,31,Ross,Fulkerson,USA,2001,,,,,2T5z 5 19,31,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,33,Sungsu,LEE,KOR,1999,,,,,2T5z 6 12,33,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,33,Ram,Levin,ISR,1998,,,,,2T3z 3 6,33,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,35,Ilja,Auersperg,AUT,2006,,,,,2T3z 4 5,35,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,35,Christoph,Schweiger,GER,2001,,,,,2T4z 2 5,35,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,37,Benjamin,Hanna,USA,1998,,,,,2T3z 6 4,37,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,37,Zach,Galla,USA,2000,,,,,2T4z 5 9,37,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,39,Sascha,Lehmann,SUI,1998,,,,,2T3z 10 12,39,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,39,Nicolai,Uznik,AUT,2000,,,,,2T4z 6 6,39,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,41,Hannes,Van Duysen,BEL,2004,,,,,2T4z 6 10,41,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,41,Nimrod,Marcus,ISR,1999,,,,,1T5z 1 9,41,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,43,Mejdi,Schalck,FRA,2004,,,,,2T3z 4 3,43,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,43,Anthony,Gullsten,FIN,1991,,,,,1T5z 1 10,43,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,45,Fedir,Samoilov,UKR,1997,,,,,2T3z 4 6,45,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,45,YUFEI,PAN,CHN,2000,,,,,1T5z 1 21,45,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,47,Matic,Kotar,SLO,1999,,,,,2T3z 5 4,47,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,47,Marcello,Bombardi,ITA,1993,,,,,1T5z 3 11,47,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,49,Cheuk-hei,HO,HKG,1998,,,,,1T5z 3 16,49,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,49,Hannes,Puman,SWE,1997,,,,,2T3z 5 7,49,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,51,Yotam,Ben reuven,ISR,2001,,,,,2T3z 5 8,51,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,51,Mikel Asier,Linacisoro Molina,ESP,2000,,,,,1T5z 4 15,51,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,53,Oscar,Baudrand,CAN,2005,,,,,2T3z 6 8,53,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,53,Thilo Jeldrik,Schröter,NOR,1996,,,,,1T4z 1 6,53,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,55,Sergii,Topishko,UKR,1988,,,,,1T4z 1 7,55,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,55,Paul,Brand,NED,2003,,,,,2T3z 6 10,55,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,57,Nathan,Phillips,GBR,1994,,,,,1T4z 1 8,57,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,57,Mark,Brand,NED,1998,,,,,2T3z 8 9,57,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,59,Radin,Foroughian,IRI,2004,,,,,2T3z 11 11,59,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,59,William,Ridal,GBR,1997,,,,,1T4z 1 9,59,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,61,Diego,Lequerica Buscaglia,PER,1995,,,,,2T2z 7 7,61,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,61,Nils,Favre,SUI,1991,,,,,1T4z 1 10,61,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,63,Elias,Arriagada Krüger,GER,2000,,,,,1T4z 1 11,63,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,63,Guy,McNamee,CAN,2002,,,,,1T4z 1 12,63,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,65,Chi-fung,AU,HKG,1995,,,,,1T4z 1 17,65,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,65,Gholamali,Baratzadeh,IRI,1985,,,,,1T4z 2 11,65,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,67,Nimród Sebestyén,Tusnády ,HUN,2004,,,,,1T4z 2 9,67,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,67,Michael,Piccolruaz,ITA,1995,,,,,1T4z 2 12,67,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,67,Michael,O'Neill,IRL,2000,,,,,1T4z 2 9,67,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,70,Victor,Baudrand,CAN,2003,,,,,1T4z 2 17,70,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,71,Zach,Richardson,CAN,2001,,,,,1T4z 3 12,71,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,71,Edvards,Gruzitis,LAT,2004,,,,,1T4z 2 11,71,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,73,YONGCHEN,CHEN,CHN,2002,,,,,1T4z 3 12,73,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,73,Leo Ketil,Bøe,NOR,1999,,,,,1T4z 4 12,73,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,75,Shinyeong,YUN,KOR,1995,,,,,1T4z 4 15,75,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,75,Fredrik,Serlachius,SWE,1998,,,,,1T4z 4 13,75,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,77,Slav,Kirov,BUL,2005,,,,,1T4z 5 11,77,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,77,Alejandro,Crespo Cobos,ESP,1998,,,,,1T3z 1 5,77,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,79,Nicolas,Collin,BEL,1998,,,,,1T3z 1 8,79,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,79,Carmel,Raz romeo,ISR,2000,,,,,1T3z 4 17,79,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,81,Roman,Batsenko,UKR,1995,,,,,1T3z 3 10,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,81,JINBIN,HUANG,CHN,2005,,,,,1T3z 5 8,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,83,Simon,Potucek,CZE,2001,,,,,1T3z 5 9,83,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,83,Philipp,Geisenhoff,SUI,2000,,,,,1T3z 3 12,83,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,85,Ioannis-Filippos,NOEL-BAKER,GRE,2003,,,,,1T2z 1 4,85,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,85,Ignas,Kisielius,LTU,1997,,,,,1T3z 4 10,85,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,87,Ben,Abel,AUS,1998,,,,,1T2z 1 3,87,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,87,Julien,Clémence,SUI,2001,,,,,1T2z 1 5,87,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,89,Gergő,Vályi ,HUN,2004,,,,,1T2z 1 5,89,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,89,Alex,Waterhouse,GBR,1997,,,,,1T2z 2 3,89,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,91,David,Zinsler,AUT,2004,,,,,1T2z 1 6,91,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,91,Per,Ravlo-Caspersen,NOR,2005,,,,,1T2z 2 10,91,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,93,Hossein,Familrohani,IRI,1992,,,,,1T2z 2 2,93,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,93,Benjamin,Vargas,CHI,1999,,,,,1T2z 3 5,93,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,93,Matey,Mitsev,BUL,2002,,,,,1T2z 3 5,93,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,96,Axel,Lindfors,FIN,1991,,,,,1T2z 3 3,96,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,97,Ilmari,Piiroinen,FIN,2003,,,,,1T2z 3 11,97,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,97,Mel,Janse van Rensburg,RSA,2001,,,,,1T2z 4 5,97,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,97,Jakub,Zietek,POL,2002,,,,,1T2z 4 5,97,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,100,Joris,Leipus,LTU,1999,,,,,1T2z 4 9,100,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,101,Maximilian,Lenz,AUT,2003,,,,,1T2z 6 3,101,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,101,Matthaios,VALSAMIDIS,GRE,1999,,,,,1T2z 4 10,101,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,103,Cheuk-nam,WONG,HKG,2001,,,,,1T1z 3 3,103,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,103,Ciarán,Scanlon,IRL,1995,,,,,1T2z 5 8,103,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,105,Ronny,Escobar,CHI,1997,,,,,1T1z 3 1,105,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,105,Rosen,Ruev,BUL,1998,,,,,1T1z 4 4,105,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,107,Ka-chun,Yau,HKG,1992,,,,,0T3z 0 16,107,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,107,Felipe ,Ho Foganholo,BRA,1999,,,,,0T3z 0 10,107,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,109,Florian,Klingler,AUT,1998,,,,,0T2z 0 3,109,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,109,Lawrence,Bogeschdorfer,AUT,2002,,,,,0T3z 0 11,109,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,111,Fabian,Förander,SWE,1998,,,,,0T3z 0 16,111,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,111,Christian,Wagner,CHI,2002,,,,,0T2z 0 8,111,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,113,Emil,Abrahamsson,SWE,1996,,,,,0T1z 0 1,113,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,113,Campbell,Harrison,AUS,1997,,,,,0T2z 0 7,113,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,115,Tuukka,Simonen,FIN,2002,,,,,0T2z 0 16,115,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,115,Joaquin,Piriz,ARG,2001,,,,,0T1z 0 3,115,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,117,Mikael,Suihkonen,FIN,2003,,,,,0T1z 0 5,117,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,117,Leonid,Osadchyi,UKR,2001,,,,,0T1z 0 2,117,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,119,Valentin,Sternik,ARG,2001,,,,,0T1z 0 6,119,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,119,Oleksii,Tytarenko,UKR,2004,,,,,0T1z 0 6,119,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,119,Gustavo Gabriel,Suarez Munne,ARG,2000,,,,,0T1z 0 3,119,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,119,Man-hei,CHUNG,HKG,2004,,,,,0T1z 0 6,119,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,123,Teodor,Kirkebø,NOR,2004,,,,,0T1z 0 4,123,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,124,Mark,Scanlon,IRL,1999,,,,,0T1z 0 6,124,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,125,Rodrigo,Iasi Hanada,BRA,2002,,,,,0T1z 0 7,125,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,125,Thomas,Waldin,NZL,2000,,,,,0T1z 0 7,125,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,127,Ivan,Luo,CAN,1999,,,,,0T1z 0 8,127,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,127,Matias,OCHOA MARCOS,ARG,2001,,,,,0T1z 0 9,127,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,129,Vasil,Vassilev,BUL,2004,,,,,0T0z 0 0,129,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,129,Mateus,Rodrigues Bellotto,BRA,2003,,,,,0T0z 0 0,129,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,129,Nicolas,Salaberry,ARG,1997,,,,,0T0z 0 0,129,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,129,Orfeas,TSIAOUSIS,GRE,1999,,,,,0T1z 0 11,129,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,129,DOHYEON,KIM,KOR,2005,,,,,0T0z 0 0,129,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,134,Alex,Kiechle-Cornish,NZL,1999,,,,,0T0z 0 0,134,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,134,Michail,VOLYRAKIS,GRE,1999,,,,,0T0z 0 0,134,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,1,Natalia,Grossman,USA,2001,,,,,5T5z 7 7,5,4T4z 8 5,1,4T4z 5 5,1
Innsbruck,AUT,2022,BL,WC,boulder,Women,2,Hannah,Meul,GER,2001,,,,,5T5z 6 6,3,2T4z 3 5,5,4T4z 7 6,2
Innsbruck,AUT,2022,BL,WC,boulder,Women,3,Miho,Nonaka,JPN,1997,,,,,5T5z 8 8,3,3T3z 8 4,4,2T2z 3 2,3
Innsbruck,AUT,2022,BL,WC,boulder,Women,4,Futaba,Ito,JPN,2002,,,,,5T5z 5 5,1,2T4z 3 7,6,1T2z 1 2,4
Innsbruck,AUT,2022,BL,WC,boulder,Women,5,Chaehyun,SEO,KOR,2003,,,,,5T5z 11 9,9,3T4z 13 13,3,1T2z 1 3,5
Innsbruck,AUT,2022,BL,WC,boulder,Women,6,Saki,Kikuchi,JPN,2002,,,,,2T5z 2 11,19,3T4z 9 14,2,0T2z 0 2,6
Innsbruck,AUT,2022,BL,WC,boulder,Women,7,Brooke,Raboutou,USA,2001,,,,,4T5z 9 8,5,2T4z 3 10,7,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,8,Jessica,Pilz,AUT,1996,,,,,5T5z 11 11,11,2T4z 5 7,8,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,9,Fanny,Gibert,FRA,1993,,,,,3T4z 9 9,15,2T4z 8 15,9,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,10,ZHILU,LUO,CHN,2006,,,,,3T5z 11 10,14,2T3z 4 4,10,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,11,Sol,SA,KOR,1994,,,,,3T5z 7 25,17,1T4z 2 13,11,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,12,Ayala,Kerem,ISR,2001,,,,,4T4z 14 11,11,1T4z 3 14,12,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,13,Camilla,Moroni,ITA,2001,,,,,5T5z 11 8,7,1T4z 4 12,13,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,14,Cloe,Coscoy,USA,2001,,,,,3T4z 12 17,17,1T3z 4 8,14,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,15,Katja,Debevec,SLO,1995,,,,,4T5z 11 13,9,1T3z 4 9,15,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,16,Stasa,Gejo,SRB,1997,,,,,5T5z 7 7,1,1T2z 2 3,16,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,17,Giorgia,Tesio,ITA,2000,,,,,4T5z 10 11,7,1T2z 7 7,17,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,18,Franziska,Sterrer,AUT,1998,,,,,4T5z 13 7,15,0T4z 0 10,18,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,19,Petra,Klingler,SUI,1992,,,,,3T4z 3 4,19,0T4z 0 11,19,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,20,Mia,AOYAGI,JPN,2003,,,,,5T5z 11 11,11,0T2z 0 4,20,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,21,Emily,Phillips,GBR,2002,,,,,3T4z 4 5,21,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,21,Oceania,Mackenzie,AUS,2002,,,,,2T5z 7 15,21,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,21,Melina,Costanza,USA,1999,,,,,3T4z 4 5,21,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,24,Agathe,Calliet,FRA,2003,,,,,2T5z 7 21,24,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,25,Ievgeniia,Kazbekova,UKR,1996,,,,,3T4z 5 6,25,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,25,Leonie,Lochner,GER,2000,,,,,2T4z 7 13,25,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,27,Laura,Rogora,ITA,2001,,,,,2T4z 8 20,27,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,27,Rebeca,Pérez Duato,ESP,1998,,,,,3T4z 5 7,27,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,29,Vita,Lukan,SLO,2000,,,,,3T4z 6 7,29,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,29,Flavy,Cohaut,FRA,2001,,,,,2T3z 5 11,29,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,31,Sofya,Yokoyama,SUI,1998,,,,,3T4z 7 6,31,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,31,Nanako,Kura,JPN,2000,,,,,1T5z 1 14,31,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,33,Oriane,Bertone,FRA,2005,,,,,1T5z 4 18,33,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,33,Afra,Hönig,GER,1995,,,,,3T4z 7 9,33,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,35,Holly,Toothill,GBR,2001,,,,,1T4z 2 14,35,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,35,Madison,Fischer,CAN,2001,,,,,3T4z 8 6,35,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,37,Kylie,Cullen,USA,2004,,,,,3T4z 8 9,37,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,37,Chloe,Caulier,BEL,1996,,,,,1T3z 2 8,37,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,39,Roxana,Wienand,GER,2000,,,,,3T4z 9 9,39,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,39,Hung Ying,Lee,TPE,1985,,,,,1T3z 7 15,39,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,41,Alannah,Yip,CAN,1993,,,,,1T3z 8 10,41,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,41,Yael,Taub,ISR,1996,,,,,2T4z 4 10,41,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,43,Hana,KOIKE,JPN,2005,,,,,2T4z 4 26,43,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,43,Giulia,Medici,ITA,1999,,,,,1T3z 8 15,43,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,45,Irina,Daziano,ITA,2004,,,,,2T4z 6 6,45,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,45,Noa,Shiran,ISR,2001,,,,,1T2z 4 9,45,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,47,Tara,Hayes,GBR,1997,,,,,1T2z 6 9,47,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,47,Anja,Santini Mikulić,CRO,2005,,,,,2T4z 6 16,47,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,49,Sunniva Eik,Haave,NOR,1997,,,,,2T4z 7 16,49,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,49,Ingrid,Kindlihagen,NOR,2002,,,,,1T2z 6 11,49,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,51,Aida,Torres Illamola,ESP,2002,,,,,2T3z 4 6,51,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,51,HONGCHUN,XIANG,CHN,1998,,,,,1T2z 10 15,51,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,53,Quinn,Mason,USA,2003,,,,,2T3z 5 6,53,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,53,Yejoo,SEO,KOR,2006,,,,,1T1z 1 1,53,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,55,Rut,Monsech Gasca,ESP,2002,,,,,1T1z 3 3,55,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,55,Barbara,Wójcik,POL,2006,,,,,2T3z 6 6,55,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,57,Sandra,Lettner,AUT,2001,,,,,2T3z 8 9,57,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,57,Lisa,Klem,NED,2004,,,,,0T2z 0 2,57,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,59,Julija,Kruder,SLO,1997,,,,,0T2z 0 4,59,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,59,Lea,Kempf,AUT,2004,,,,,2T2z 10 10,59,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,59,Sunniva,Øvre-Eide,NOR,2004,,,,,2T2z 10 10,59,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,62,Lucie,Watillon,BEL,2003,,,,,0T2z 0 5,62,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,63,Maya,Madere,USA,1999,,,,,0T2z 0 7,63,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,63,Anastasia,KOBETS,UKR,2006,,,,,1T4z 6 21,63,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,65,YUETONG,Zhang,CHN,2003,,,,,0T2z 0 11,65,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,65,Laura,Loikas,FIN,2002,,,,,1T4z 8 21,65,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,67,Gayeong,OH,KOR,2006,,,,,1T3z 2 15,67,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,67,Sabina,van Essen,NED,2005,,,,,0T2z 0 15,67,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,69,Hannah,Slaney,GBR,1999,,,,,1T3z 5 9,69,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,69,Valeri,Kremer,ISR,1991,,,,,0T2z 0 24,69,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,71,Jennifer,Wood,GBR,1994,,,,,0T1z 0 1,71,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,71,Babette,Roy,CAN,2002,,,,,1T2z 3 5,71,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,71,Alejandra,Contreras,CHI,2000,,,,,0T1z 0 1,71,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,71,Miriam,Diez Luengo,ESP,2004,,,,,0T1z 0 1,71,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,75,Aleksandra,Totkova,BUL,2005,,,,,1T2z 8 8,75,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,76,Rocio Ailen,Becerra,ARG,1999,,,,,1T1z 7 7,76,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,77,Naama,Yohai,ISR,2000,,,,,0T1z 0 2,77,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,77,Tseng-shun,WONG,HKG,2001,,,,,0T2z 0 13,77,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,79,Lena,SCHRITTWIESER,AUT,2005,,,,,0T1z 0 4,79,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,79,Eni,Malenica,CRO,2005,,,,,0T1z 0 6,79,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Ignacia,Mellado Quinteros,CHI,2002,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Elizabeth,Sepulveda,PUR,2002,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Rebecca,Frangos,CAN,1997,,,,,0T1z 0 5,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Doriane,SARAMANDIF,MRI,2005,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Phoebe,Kenderdine,NZL,2003,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Wai-mui,LING,HKG,2001,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Rugile,Tamosiunaite,LTU,2000,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Tuuli,Lappalainen,FIN,1999,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,81,Alexandra,KATERI,GRE,1989,,,,,0T0z 0 0,81,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,90,Valentina,Aguado,ARG,2001,,,,,0T1z 0 8,90,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Women,90,Evdoxia-Aikaterini,KALLIA,GRE,2002,,,,,0T1z 0 8,90,,,,
