City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification score,Qualification rank,Semi-final score,Semi-final rank,Final score,Final rank
Meiringen,SUI,2021,B,WC,boulder,Men,43,Vadim,Timonov,RUS,1992,1T4z 2 6,43,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,43,Dylan,Chuat,SUI,2000,0T5z 0 9,43,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,45,Jan-Luca,Posch,AUT,1998,0T5z 0 16,45,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,45,Edvards,Gruzitis,LAT,2004,1T4z 4 14,45,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,47,Matic,Kotar,SLO,1999,1T4z 6 11,47,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,47,Don,van Laere,NED,1999,0T4z 0 5,47,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,49,Soma,Strommer,HUN,1999,0T4z 0 7,49,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,49,Filip,Schenk,ITA,2000,1T3z 3 5,49,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,49,Geva,Levin,ISR,2003,0T4z 0 7,49,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,52,Christoph,Schweiger,GER,2001,1T3z 3 6,52,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,53,Benjamin,Blaser,SUI,1990,0T4z 0 8,53,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,53,Fedir,Samoilov,UKR,1997,0T4z 0 8,53,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,53,Nils,Favre,SUI,1991,1T3z 4 5,53,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,56,Tim,Reuser,NED,1993,1T3z 4 10,56,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,57,Rolands,Rugens,LAT,1992,0T4z 0 9,57,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,57,Fredrik,Serlachius,SWE,1998,1T3z 7 10,57,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,59,Philipp,Geisenhoff,SUI,2000,0T4z 0 11,59,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,59,Axel,Lindfors,FIN,1991,1T2z 3 5,59,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,59,Davide Marco,Colombo,ITA,2002,0T4z 0 11,59,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,62,Nimród Sebestyén,Tusnády ,HUN,2004,1T2z 5 5,62,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,63,Mikel Asier,Linacisoro Molina,ESP,2000,0T4z 0 14,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,63,Ties,Vancraeynest,BEL,2003,1T2z 6 11,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,63,Ram,Levin,ISR,1998,0T4z 0 14,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,66,Sergei,Skorodumov,RUS,1996,0T4z 0 15,66,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,67,Nikolai,Iarilovets,RUS,1999,0T4z 0 16,67,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,67,Emil,Abrahamsson,SWE,1996,0T4z 0 21,67,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,69,Tamás,Farkas,HUN,1994,0T4z 0 18,69,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,69,Yuval,Shemla,ISR,1998,0T3z 0 4,69,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,69,Benjamin,Hanna,USA,1998,0T3z 0 4,69,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,69,Kipras,Baltrunas,LTU,1992,0T3z 0 4,69,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,73,Alberto,Ginés López,ESP,2002,0T3z 0 4,73,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,74,Philipp,Martin,GER,1994,0T3z 0 6,74,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,75,Kevin,Heiniger,SUI,1993,0T3z 0 6,75,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,75,Hossein,Familrohani,IRI,1992,0T3z 0 13,75,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,77,Rishat,Khaibullin,KAZ,1995,0T3z 0 8,77,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,77,Ludovico,Fossali,ITA,1997,0T2z 0 3,77,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,79,Love  Ymer,Alber,SWE,2000,0T2z 0 4,79,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,79,Alejandro,Crespo Cobos,ESP,1998,0T2z 0 2,79,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,79,Louis,Gundolf,AUT,2001,0T2z 0 4,79,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,79,Hannes,Van Duysen,BEL,2004,0T2z 0 4,79,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,83,Eduardas,Jeriomenko,LTU,1995,0T2z 0 3,83,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,84,Tomas,Plevko,SVK,1999,0T2z 0 4,84,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,84,Rosen,Ruev,BUL,1998,0T2z 0 4,84,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,86,Jakub,Jodlowski,POL,1987,0T2z 0 5,86,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,87,Ádám,Bakurecz,HUN,2001,0T2z 0 6,87,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,87,Joris,Leipus,LTU,1999,0T2z 0 6,87,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,87,Matteo,Manzoni,ITA,2000,0T2z 0 6,87,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,90,Marek,Jeliga,CZE,2003,0T2z 0 7,90,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,91,Leonid,Osadchyi,UKR,2001,0T2z 0 11,91,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,91,Matthaios,VALSAMIDIS,GRE,1999,0T2z 0 8,91,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,93,Stephan,Rest,AUT,2001,0T1z 0 1,93,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,93,Filip,Donchev,BUL,1998,0T1z 0 3,93,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,93,Peteris,Meirans,LAT,1991,0T1z 0 1,93,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,96,Lluc,Macià Llobet,ESP,2004,0T1z 0 5,96,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,97,Andoni,Esparta Frade,ESP,2001,0T1z 0 12,97,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,97,Pjahns,Romans,LAT,1991,0T0z 0 0,97,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,97,Theofanis-Ermis,THEOCHAROPOULOS,GRE,2000,0T0z 0 0,97,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,100,Jim,Zeimes,LUX,2004,0T0z 0 0,100,,,,
Meiringen,SUI,2021,B,WC,boulder,Men,100,Roman,Batsenko,UKR,1995,0T0z 0 0,100,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,1,Janja,Garnbret,SLO,1999,5T5z 5 5,1,4T4z 5 5,1,4T4z 7 6,1
Meiringen,SUI,2021,B,WC,boulder,Women,2,Oriane,Bertone,FRA,2005,5T5z 8 7,3,3T3z 5 4,2,2T4z 8 10,2
Meiringen,SUI,2021,B,WC,boulder,Women,3,Natalia,Grossman,USA,2001,5T5z 12 6,3,2T4z 10 17,4,2T4z 10 10,3
Meiringen,SUI,2021,B,WC,boulder,Women,4,Akiyo,Noguchi,JPN,1989,5T5z 6 6,1,3T3z 7 7,3,0T3z 0 7,4
Meiringen,SUI,2021,B,WC,boulder,Women,5,Vita,Lukan,SLO,2000,5T5z 15 12,15,2T3z 4 7,5,0T2z 0 3,5
Meiringen,SUI,2021,B,WC,boulder,Women,6,Katja,Debevec,SLO,1995,2T5z 3 10,19,2T3z 5 5,6,0T2z 0 6,6
Meiringen,SUI,2021,B,WC,boulder,Women,7,Miho,Nonaka,JPN,1997,4T4z 6 6,11,2T2z 3 2,7,,
Meiringen,SUI,2021,B,WC,boulder,Women,8,Andrea,Kümin,SUI,1997,4T5z 8 10,8,1T2z 1 4,8,,
Meiringen,SUI,2021,B,WC,boulder,Women,9,Brooke,Raboutou,USA,2001,5T5z 9 9,5,1T2z 1 5,9,,
Meiringen,SUI,2021,B,WC,boulder,Women,10,Lucka,Rakovec,SLO,2001,4T5z 9 14,9,1T2z 4 4,10,,
Meiringen,SUI,2021,B,WC,boulder,Women,11,Franziska,Sterrer,AUT,1998,5T5z 13 12,13,1T2z 5 6,11,,
Meiringen,SUI,2021,B,WC,boulder,Women,12,Jessica,Pilz,AUT,1996,3T5z 3 7,13,1T2z 5 10,12,,
Meiringen,SUI,2021,B,WC,boulder,Women,13,Stasa,Gejo,SRB,1997,4T5z 4 5,5,1T2z 7 6,13,,
Meiringen,SUI,2021,B,WC,boulder,Women,14,Lucija,Tarkus,SLO,2003,3T5z 4 8,15,1T1z 1 1,14,,
Meiringen,SUI,2021,B,WC,boulder,Women,15,Mia,Krampl,SLO,2000,5T5z 10 10,9,0T3z 0 21,15,,
Meiringen,SUI,2021,B,WC,boulder,Women,16,Roxana,Wienand,GER,2000,5T5z 9 9,5,0T2z 0 13,16,,
Meiringen,SUI,2021,B,WC,boulder,Women,17,Elena,Krasovskaia,RUS,2000,4T5z 9 10,19,0T1z 0 3,17,,
Meiringen,SUI,2021,B,WC,boulder,Women,18,Julia,Chanourdie,FRA,1996,4T5z 9 9,17,0T0z 0 0,18,,
Meiringen,SUI,2021,B,WC,boulder,Women,18,Camilla,Moroni,ITA,2001,5T5z 11 9,11,0T0z 0 0,18,,
Meiringen,SUI,2021,B,WC,boulder,Women,18,Ayala,Kerem,ISR,2001,2T5z 2 9,17,0T0z 0 0,18,,
Meiringen,SUI,2021,B,WC,boulder,Women,21,Petra,Klingler,SUI,1992,4T5z 11 11,21,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,21,Kyra,Condie,USA,1996,2T4z 4 6,21,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,23,Viktoriia,Meshkova,RUS,2000,4T5z 15 16,23,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,23,Alma,Bestvater,GER,1996,2T4z 4 12,23,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,25,Chloe,Caulier,BEL,1996,4T4z 5 5,25,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,25,Kylie,Cullen,USA,2004,2T4z 6 13,25,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,27,Afra,Hönig,GER,1995,1T5z 4 12,27,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,27,Sabina,van Essen,NED,2005,4T4z 8 7,27,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,29,Laura,Rogora,ITA,2001,4T4z 9 9,29,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,29,Anna,Zaikina,RUS,1993,1T4z 2 9,29,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,31,Johanna,Färber,AUT,1998,1T3z 2 4,31,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,31,Giorgia,Tesio,ITA,2000,4T4z 10 10,31,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,33,Sandra,Lettner,AUT,2001,1T3z 2 6,33,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,33,Clothilde,Morin,FRA,2000,3T5z 4 12,33,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,35,Fanny,Gibert,FRA,1993,3T5z 6 8,35,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,35,Julija,Kruder,SLO,1997,1T3z 3 5,35,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,37,Ekaterina,Kipriianova,RUS,1989,3T5z 6 10,37,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,37,Saula,Lerondel,FRA,2004,1T2z 3 2,37,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,39,Daria,Nesterenko,UKR,2003,1T2z 3 5,39,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,39,Irina,Kuzmenko,RUS,1995,3T5z 9 12,39,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,41,Hannah,Meul,GER,2001,0T4z 0 11,41,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,41,Pleun,Frank,NED,2002,3T5z 10 13,41,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,43,Margaryta,Zakharova,UKR,1995,0T3z 0 4,43,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,43,Eliska,Bulenova,CZE,2003,3T4z 10 12,43,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,45,Anne-Sophie,Koller,SUI,1996,0T3z 0 7,45,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,45,Lucie,Watillon,BEL,2003,3T4z 11 15,45,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,45,Tiba,Vroom,NED,1999,0T3z 0 7,45,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,48,Iziar,Martínez Almendros,ESP,2005,3T4z 19 20,48,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,49,Natalie,Bärtschi,SUI,1994,2T5z 3 10,49,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,49,Martina,Zanetti,ITA,1997,0T3z 0 9,49,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,49,Lynn,van der Meer,NED,1999,0T3z 0 9,49,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,52,Campbell,Sarinopoulos,USA,2004,2T5z 9 16,52,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,53,Giulia,Medici,ITA,1999,2T5z 13 16,53,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,53,Elza Elizabete,Baraka,LAT,2001,0T3z 0 20,53,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,55,Emilie,Pupko,ISR,2003,0T2z 0 3,55,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,55,Ingrid,Kindlihagen,NOR,2002,2T3z 5 9,55,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,55,Laura,Loikas,FIN,2002,0T2z 0 3,55,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,58,Yael,Taub,ISR,1996,1T5z 1 8,58,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,59,Sofya,Yokoyama,SUI,1998,1T4z 2 18,59,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,59,Celina,Schoibl,AUT,2001,0T2z 0 4,59,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,61,Maya,Dreamer,ISR,2001,1T4z 6 23,61,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,61,Mona,Kellner,GER,1997,0T2z 0 7,61,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,63,Nika,Potapova,UKR,2003,0T1z 0 1,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,63,Emma Stöver,Wollebaek,NOR,2003,0T1z 0 1,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,63,Aida,Torres Illamola,ESP,2002,1T3z 2 12,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,63,Regine,Storå,NOR,2001,0T1z 0 1,63,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,67,Mattea,Pötzi,AUT,2000,1T3z 5 8,67,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,68,Arta,Matelsone,LAT,1997,1T2z 4 7,68,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,69,Adela,Bajerova,CZE,2003,0T1z 0 4,69,,,,
Meiringen,SUI,2021,B,WC,boulder,Women,69,Yael,Baharad,ISR,2001,0T4z 0 15,69,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,1,Tomoa,Narasaki,JPN,1996,4T5z 6 8,1,4T4z 14 11,2,2T3z 3 6,1
Meiringen,SUI,2022,B,WC,boulder,Men,2,Yoshiyuki,Ogata,JPN,1998,4T5z 10 13,3,2T4z 5 6,5,2T3z 5 19,2
Meiringen,SUI,2022,B,WC,boulder,Men,3,Mejdi,Schalck,FRA,2004,4T5z 10 10,11,3T4z 8 5,3,2T3z 7 9,3
Meiringen,SUI,2022,B,WC,boulder,Men,4,Paul,Jenft,FRA,2003,4T5z 8 17,9,2T4z 5 7,6,2T3z 15 18,4
Meiringen,SUI,2022,B,WC,boulder,Men,5,Colin,Duffy,USA,2003,5T5z 14 12,3,3T4z 10 12,4,1T4z 19 27,5
Meiringen,SUI,2022,B,WC,boulder,Men,6,Kokoro,Fujii,JPN,1992,4T4z 16 7,17,4T4z 12 8,1,1T3z 4 27,6
Meiringen,SUI,2022,B,WC,boulder,Men,7,Yuji,Inoue,JPN,1995,3T5z 16 12,11,2T4z 8 9,7,,
Meiringen,SUI,2022,B,WC,boulder,Men,8,Maximillian,Milne,GBR,2000,4T5z 7 9,7,2T4z 9 20,8,,
Meiringen,SUI,2022,B,WC,boulder,Men,9,Keita,Dohi,JPN,2000,3T4z 7 5,13,2T3z 4 3,9,,
Meiringen,SUI,2022,B,WC,boulder,Men,10,Manuel,Cornu,FRA,1993,4T5z 15 13,13,2T3z 7 10,10,,
Meiringen,SUI,2022,B,WC,boulder,Men,11,Nicolai,Uznik,AUT,2000,3T4z 8 17,15,1T4z 2 14,11,,
Meiringen,SUI,2022,B,WC,boulder,Men,12,Mickael,Mawem,FRA,1990,4T4z 18 11,5,1T4z 2 16,12,,
Meiringen,SUI,2022,B,WC,boulder,Men,13,Gregor,Vezonik,SLO,1995,4T4z 19 9,7,1T4z 3 12,13,,
Meiringen,SUI,2022,B,WC,boulder,Men,14,Tomoaki,Takata,JPN,1995,3T4z 9 11,19,1T4z 5 11,14,,
Meiringen,SUI,2022,B,WC,boulder,Men,15,Benjamin,Hanna,USA,1998,3T5z 6 20,9,1T4z 6 13,15,,
Meiringen,SUI,2022,B,WC,boulder,Men,16,Alexander,Megos,GER,1993,5T5z 17 11,5,1T4z 7 10,16,,
Meiringen,SUI,2022,B,WC,boulder,Men,17,Anze,Peharc,SLO,1997,3T4z 9 10,17,1T3z 2 7,17,,
Meiringen,SUI,2022,B,WC,boulder,Men,18,Jernej,Kruder,SLO,1990,3T5z 7 13,19,0T4z 0 17,18,,
Meiringen,SUI,2022,B,WC,boulder,Men,19,Gholamali,Baratzadeh,IRI,1985,4T5z 15 16,15,0T3z 0 7,19,,
Meiringen,SUI,2022,B,WC,boulder,Men,20,Zan,Lovenjak Sudar,SLO,1998,5T5z 11 7,1,0T3z 0 8,20,,
Meiringen,SUI,2022,B,WC,boulder,Men,21,Nathaniel,Coleman,USA,1997,3T5z 9 17,21,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,21,Nicolas,Collin,BEL,1998,3T4z 9 26,21,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,23,Jongwon,CHON,KOR,1996,3T4z 4 7,23,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,23,Kento,YAMAGUCHI,JPN,2002,3T4z 11 11,23,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,25,Christoph,Schweiger,GER,2001,3T4z 13 11,25,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,25,Martin,Bergant,SLO,1996,3T3z 8 7,25,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,27,Ross,Fulkerson,USA,2001,3T3z 11 10,27,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,27,Satone,YOSHIDA,JPN,2004,3T4z 15 18,27,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,29,Sascha,Lehmann,SUI,1998,3T4z 17 19,29,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,29,Sam,Avezou,FRA,2001,2T5z 4 18,29,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,31,Hannes,Van Duysen,BEL,2004,2T5z 5 23,31,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,31,Rei,Kawamata,JPN,2003,3T4z 20 20,31,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,33,Nathan,Phillips,GBR,1994,2T5z 6 9,33,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,33,Sean,McColl,CAN,1987,2T5z 7 12,33,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,35,Geva,Levin,ISR,2003,2T4z 6 12,35,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,35,Victor,Baudrand,CAN,2003,2T5z 12 23,35,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,37,Jakob,Schubert,AUT,1990,2T4z 7 20,37,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,37,Alex,Khazanov,ISR,1995,2T4z 2 7,37,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,39,Simon,Lorenzi,BEL,1997,2T4z 4 4,39,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,39,Florian,Klingler,AUT,1998,2T4z 8 11,39,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,41,Hamish,McArthur,GBR,2002,2T4z 11 16,41,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,41,Dohyun,LEE,KOR,2002,2T4z 4 9,41,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,43,Alex,Waterhouse,GBR,1997,2T3z 2 7,43,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,43,Ram,Levin,ISR,1998,2T4z 5 11,43,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,45,Nimrod,Marcus,ISR,1999,2T4z 7 12,45,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,45,Michael,Piccolruaz,ITA,1995,2T3z 7 7,45,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,47,Sean,Bailey,USA,1996,2T4z 8 15,47,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,47,Matic,Kotar,SLO,1999,2T2z 3 2,47,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,49,Hannes,Puman,SWE,1997,1T5z 7 22,49,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,49,Slav,Kirov,BUL,2005,2T2z 10 8,49,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,51,William,Ridal,GBR,1997,1T5z 1 21,51,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,51,Edvards,Gruzitis,LAT,2004,1T4z 2 12,51,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,53,Jan-Luca,Posch,AUT,1998,1T5z 4 16,53,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,53,Adrien,Lemaire,FRA,1999,1T4z 3 6,53,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,55,Mark,Brand,NED,1998,1T4z 4 13,55,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,55,Kim,Marschner,GER,1998,1T4z 4 16,55,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,57,Nino,Grünenfelder,SUI,2001,1T3z 4 9,57,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,57,Max,Kleesattel,GER,1998,1T4z 7 13,57,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,59,Anthony,Gullsten,FIN,1991,1T4z 15 24,59,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,59,Don,van Laere,NED,1999,1T3z 6 18,59,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,59,Ben,Abel,AUS,1998,1T3z 6 18,59,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,62,Kevin,Heiniger,SUI,1993,1T3z 3 6,62,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,63,Oscar,Baudrand,CAN,2005,1T3z 6 22,63,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,63,Piotr,Schab,POL,1996,1T2z 2 4,63,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,65,Radin,Foroughian,IRI,2004,1T2z 4 6,65,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,65,Pietro,Vidi,ITA,2002,1T2z 1 3,65,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,67,Kipras,Baltrunas,LTU,1992,1T2z 2 4,67,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,67,Marek,Jeliga,CZE,2003,1T2z 5 12,67,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,69,Nils,Favre,SUI,1991,1T2z 3 6,69,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,69,Julien,Clémence,SUI,2001,1T2z 7 5,69,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,71,Nimród Sebestyén,Tusnády ,HUN,2004,1T2z 4 13,71,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,71,Yan,Jakob,SUI,2004,1T2z 8 8,71,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,73,Gergő,Vályi ,HUN,2004,1T1z 6 4,73,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,73,Marcello,Bombardi,ITA,1993,1T2z 5 9,73,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,75,Nikolay,Rusev,BUL,2006,0T4z 0 24,75,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,75,Louis,Guignard,SUI,2004,1T2z 8 9,75,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,77,Filip,Schenk,ITA,2000,0T4z 0 10,77,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,77,Philipp,Geisenhoff,SUI,2000,0T3z 0 10,77,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,77,Lasse,von Freier,GER,2002,0T4z 0 10,77,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,80,Alberto,Ginés López,ESP,2002,0T2z 0 6,80,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,81,Theis Lindegren,Elfenbein,DEN,1997,0T2z 0 12,81,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,81,Lucas,Uchida,CAN,1998,0T3z 0 7,81,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,83,Attila Zsombor,Radics,HUN,2004,0T3z 0 14,83,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,83,Martin,Stranik,CZE,1990,0T2z 0 13,83,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,85,Fedir,Samoilov,UKR,1997,0T3z 0 31,85,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,85,Zach,Richardson,CAN,2001,0T2z 0 18,85,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,87,Fredrik,Serlachius,SWE,1998,0T2z 0 22,87,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,87,Jonas,Utelli,SUI,2003,0T2z 0 3,87,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,89,Alejandro,Crespo Cobos,ESP,1998,0T1z 0 1,89,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,89,Olaf,Malinowski,POL,2001,0T2z 0 7,89,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,89,Vivian,Fumeaux,SUI,2003,0T2z 0 7,89,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,92,Michael,O'Neill,IRL,2000,0T1z 0 3,92,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,92,Felipe ,Ho Foganholo,BRA,1999,0T1z 0 3,92,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,94,Leto,Cavé,NED,2002,0T2z 0 9,94,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,94,Jakub,Zietek,POL,2002,0T2z 0 9,94,,,,
Meiringen,SUI,2022,B,WC,boulder,Men,96,Sergii,Topishko,UKR,1988,0T1z 0 5,96,,,,
