discipline;category;rank;firstname;lastname;country;yob;Qualification 1 score;Qualification 1 rank;Qualification 2 score;Qualification 2 rank;Qualification score;Qualification rank;Semi-final score;Semi-final rank;Final score;Final rank
boulder;Men;77;Alejandro;Crespo Cobos;ESP;1998;;;;;1T3z 1 5;77;;;;
boulder;Men;79;Nicolas;Collin;BEL;1998;;;;;1T3z 1 8;79;;;;
boulder;Men;79;Carmel;Raz romeo;ISR;2000;;;;;1T3z 4 17;79;;;;
boulder;Men;81;Roman;Batsenko;UKR;1995;;;;;1T3z 3 10;81;;;;
boulder;Men;81;JINBIN;HUANG;CHN;2005;;;;;1T3z 5 8;81;;;;
boulder;Men;83;Simon;Potucek;CZE;2001;;;;;1T3z 5 9;83;;;;
boulder;Men;83;Philipp;Geisenhoff;SUI;2000;;;;;1T3z 3 12;83;;;;
boulder;Men;85;Ioannis-Filippos;NOEL-BAKER;GRE;2003;;;;;1T2z 1 4;85;;;;
boulder;Men;85;Ignas;Kisielius;LTU;1997;;;;;1T3z 4 10;85;;;;
boulder;Men;87;Ben;Abel;AUS;1998;;;;;1T2z 1 3;87;;;;
boulder;Men;87;Julien;Clémence;SUI;2001;;;;;1T2z 1 5;87;;;;
boulder;Men;89;Gergő;Vályi ;HUN;2004;;;;;1T2z 1 5;89;;;;
boulder;Men;89;Alex;Waterhouse;GBR;1997;;;;;1T2z 2 3;89;;;;
boulder;Men;91;David;Zinsler;AUT;2004;;;;;1T2z 1 6;91;;;;
boulder;Men;91;Per;Ravlo-Caspersen;NOR;2005;;;;;1T2z 2 10;91;;;;
boulder;Men;93;Hossein;Familrohani;IRI;1992;;;;;1T2z 2 2;93;;;;
boulder;Men;93;Benjamin;Vargas;CHI;1999;;;;;1T2z 3 5;93;;;;
boulder;Men;93;Matey;Mitsev;BUL;2002;;;;;1T2z 3 5;93;;;;
boulder;Men;96;Axel;Lindfors;FIN;1991;;;;;1T2z 3 3;96;;;;
boulder;Men;97;Ilmari;Piiroinen;FIN;2003;;;;;1T2z 3 11;97;;;;
boulder;Men;97;Mel;Janse van Rensburg;RSA;2001;;;;;1T2z 4 5;97;;;;
boulder;Men;97;Jakub;Zietek;POL;2002;;;;;1T2z 4 5;97;;;;
boulder;Men;100;Joris;Leipus;LTU;1999;;;;;1T2z 4 9;100;;;;
boulder;Men;101;Maximilian;Lenz;AUT;2003;;;;;1T2z 6 3;101;;;;
boulder;Men;101;Matthaios;VALSAMIDIS;GRE;1999;;;;;1T2z 4 10;101;;;;
boulder;Men;103;Cheuk-nam;WONG;HKG;2001;;;;;1T1z 3 3;103;;;;
boulder;Men;103;Ciarán;Scanlon;IRL;1995;;;;;1T2z 5 8;103;;;;
boulder;Men;105;Ronny;Escobar;CHI;1997;;;;;1T1z 3 1;105;;;;
boulder;Men;105;Rosen;Ruev;BUL;1998;;;;;1T1z 4 4;105;;;;
boulder;Men;107;Ka-chun;Yau;HKG;1992;;;;;0T3z 0 16;107;;;;
boulder;Men;107;Felipe ;Ho Foganholo;BRA;1999;;;;;0T3z 0 10;107;;;;
boulder;Men;109;Florian;Klingler;AUT;1998;;;;;0T2z 0 3;109;;;;
boulder;Men;109;Lawrence;Bogeschdorfer;AUT;2002;;;;;0T3z 0 11;109;;;;
boulder;Men;111;Fabian;Förander;SWE;1998;;;;;0T3z 0 16;111;;;;
boulder;Men;111;Christian;Wagner;CHI;2002;;;;;0T2z 0 8;111;;;;
boulder;Men;113;Emil;Abrahamsson;SWE;1996;;;;;0T1z 0 1;113;;;;
boulder;Men;113;Campbell;Harrison;AUS;1997;;;;;0T2z 0 7;113;;;;
boulder;Men;115;Tuukka;Simonen;FIN;2002;;;;;0T2z 0 16;115;;;;
boulder;Men;115;Joaquin;Piriz;ARG;2001;;;;;0T1z 0 3;115;;;;
boulder;Men;117;Mikael;Suihkonen;FIN;2003;;;;;0T1z 0 5;117;;;;
boulder;Men;117;Leonid;Osadchyi;UKR;2001;;;;;0T1z 0 2;117;;;;
boulder;Men;119;Valentin;Sternik;ARG;2001;;;;;0T1z 0 6;119;;;;
boulder;Men;119;Oleksii;Tytarenko;UKR;2004;;;;;0T1z 0 6;119;;;;
boulder;Men;119;Gustavo Gabriel;Suarez Munne;ARG;2000;;;;;0T1z 0 3;119;;;;
boulder;Men;119;Man-hei;CHUNG;HKG;2004;;;;;0T1z 0 6;119;;;;
boulder;Men;123;Teodor;Kirkebø;NOR;2004;;;;;0T1z 0 4;123;;;;
boulder;Men;124;Mark;Scanlon;IRL;1999;;;;;0T1z 0 6;124;;;;
boulder;Men;125;Rodrigo;Iasi Hanada;BRA;2002;;;;;0T1z 0 7;125;;;;
boulder;Men;125;Thomas;Waldin;NZL;2000;;;;;0T1z 0 7;125;;;;
boulder;Men;127;Ivan;Luo;CAN;1999;;;;;0T1z 0 8;127;;;;
boulder;Men;127;Matias;OCHOA MARCOS;ARG;2001;;;;;0T1z 0 9;127;;;;
boulder;Men;129;Vasil;Vassilev;BUL;2004;;;;;0T0z 0 0;129;;;;
boulder;Men;129;Mateus;Rodrigues Bellotto;BRA;2003;;;;;0T0z 0 0;129;;;;
boulder;Men;129;Nicolas;Salaberry;ARG;1997;;;;;0T0z 0 0;129;;;;
boulder;Men;129;Orfeas;TSIAOUSIS;GRE;1999;;;;;0T1z 0 11;129;;;;
boulder;Men;129;DOHYEON;KIM;KOR;2005;;;;;0T0z 0 0;129;;;;
boulder;Men;134;Alex;Kiechle-Cornish;NZL;1999;;;;;0T0z 0 0;134;;;;
boulder;Men;134;Michail;VOLYRAKIS;GRE;1999;;;;;0T0z 0 0;134;;;;
boulder;Women;1;Natalia;Grossman;USA;2001;;;;;5T5z 7 7;5;4T4z 8 5;1;4T4z 5 5;1
boulder;Women;2;Hannah;Meul;GER;2001;;;;;5T5z 6 6;3;2T4z 3 5;5;4T4z 7 6;2
boulder;Women;3;Miho;Nonaka;JPN;1997;;;;;5T5z 8 8;3;3T3z 8 4;4;2T2z 3 2;3
boulder;Women;4;Futaba;Ito;JPN;2002;;;;;5T5z 5 5;1;2T4z 3 7;6;1T2z 1 2;4
boulder;Women;5;Chaehyun;SEO;KOR;2003;;;;;5T5z 11 9;9;3T4z 13 13;3;1T2z 1 3;5
boulder;Women;6;Saki;Kikuchi;JPN;2002;;;;;2T5z 2 11;19;3T4z 9 14;2;0T2z 0 2;6
boulder;Women;7;Brooke;Raboutou;USA;2001;;;;;4T5z 9 8;5;2T4z 3 10;7;;
boulder;Women;8;Jessica;Pilz;AUT;1996;;;;;5T5z 11 11;11;2T4z 5 7;8;;
boulder;Women;9;Fanny;Gibert;FRA;1993;;;;;3T4z 9 9;15;2T4z 8 15;9;;
boulder;Women;10;ZHILU;LUO;CHN;2006;;;;;3T5z 11 10;14;2T3z 4 4;10;;
boulder;Women;11;Sol;SA;KOR;1994;;;;;3T5z 7 25;17;1T4z 2 13;11;;
boulder;Women;12;Ayala;Kerem;ISR;2001;;;;;4T4z 14 11;11;1T4z 3 14;12;;
boulder;Women;13;Camilla;Moroni;ITA;2001;;;;;5T5z 11 8;7;1T4z 4 12;13;;
boulder;Women;14;Cloe;Coscoy;USA;2001;;;;;3T4z 12 17;17;1T3z 4 8;14;;
boulder;Women;15;Katja;Debevec;SLO;1995;;;;;4T5z 11 13;9;1T3z 4 9;15;;
boulder;Women;16;Stasa;Gejo;SRB;1997;;;;;5T5z 7 7;1;1T2z 2 3;16;;
boulder;Women;17;Giorgia;Tesio;ITA;2000;;;;;4T5z 10 11;7;1T2z 7 7;17;;
boulder;Women;18;Franziska;Sterrer;AUT;1998;;;;;4T5z 13 7;15;0T4z 0 10;18;;
boulder;Women;19;Petra;Klingler;SUI;1992;;;;;3T4z 3 4;19;0T4z 0 11;19;;
boulder;Women;20;Mia;AOYAGI;JPN;2003;;;;;5T5z 11 11;11;0T2z 0 4;20;;
boulder;Women;21;Emily;Phillips;GBR;2002;;;;;3T4z 4 5;21;;;;
boulder;Women;21;Oceania;Mackenzie;AUS;2002;;;;;2T5z 7 15;21;;;;
boulder;Women;21;Melina;Costanza;USA;1999;;;;;3T4z 4 5;21;;;;
boulder;Women;24;Agathe;Calliet;FRA;2003;;;;;2T5z 7 21;24;;;;
boulder;Women;25;Ievgeniia;Kazbekova;UKR;1996;;;;;3T4z 5 6;25;;;;
boulder;Women;25;Leonie;Lochner;GER;2000;;;;;2T4z 7 13;25;;;;
boulder;Women;27;Laura;Rogora;ITA;2001;;;;;2T4z 8 20;27;;;;
boulder;Women;27;Rebeca;Pérez Duato;ESP;1998;;;;;3T4z 5 7;27;;;;
boulder;Women;29;Vita;Lukan;SLO;2000;;;;;3T4z 6 7;29;;;;
boulder;Women;29;Flavy;Cohaut;FRA;2001;;;;;2T3z 5 11;29;;;;
boulder;Women;31;Sofya;Yokoyama;SUI;1998;;;;;3T4z 7 6;31;;;;
boulder;Women;31;Nanako;Kura;JPN;2000;;;;;1T5z 1 14;31;;;;
boulder;Women;33;Oriane;Bertone;FRA;2005;;;;;1T5z 4 18;33;;;;
boulder;Women;33;Afra;Hönig;GER;1995;;;;;3T4z 7 9;33;;;;
boulder;Women;35;Holly;Toothill;GBR;2001;;;;;1T4z 2 14;35;;;;
boulder;Women;35;Madison;Fischer;CAN;2001;;;;;3T4z 8 6;35;;;;
boulder;Women;37;Kylie;Cullen;USA;2004;;;;;3T4z 8 9;37;;;;
boulder;Women;37;Chloe;Caulier;BEL;1996;;;;;1T3z 2 8;37;;;;
boulder;Women;39;Roxana;Wienand;GER;2000;;;;;3T4z 9 9;39;;;;
boulder;Women;39;Hung Ying;Lee;TPE;1985;;;;;1T3z 7 15;39;;;;
boulder;Women;41;Alannah;Yip;CAN;1993;;;;;1T3z 8 10;41;;;;
boulder;Women;41;Yael;Taub;ISR;1996;;;;;2T4z 4 10;41;;;;
boulder;Women;43;Hana;KOIKE;JPN;2005;;;;;2T4z 4 26;43;;;;
boulder;Women;43;Giulia;Medici;ITA;1999;;;;;1T3z 8 15;43;;;;
boulder;Women;45;Irina;Daziano;ITA;2004;;;;;2T4z 6 6;45;;;;
boulder;Women;45;Noa;Shiran;ISR;2001;;;;;1T2z 4 9;45;;;;
boulder;Women;47;Tara;Hayes;GBR;1997;;;;;1T2z 6 9;47;;;;
boulder;Women;47;Anja;Santini Mikulić;CRO;2005;;;;;2T4z 6 16;47;;;;
boulder;Women;49;Sunniva Eik;Haave;NOR;1997;;;;;2T4z 7 16;49;;;;
boulder;Women;49;Ingrid;Kindlihagen;NOR;2002;;;;;1T2z 6 11;49;;;;
boulder;Women;51;Aida;Torres Illamola;ESP;2002;;;;;2T3z 4 6;51;;;;
boulder;Women;51;HONGCHUN;XIANG;CHN;1998;;;;;1T2z 10 15;51;;;;
boulder;Women;53;Quinn;Mason;USA;2003;;;;;2T3z 5 6;53;;;;
boulder;Women;53;Yejoo;SEO;KOR;2006;;;;;1T1z 1 1;53;;;;
boulder;Women;55;Rut;Monsech Gasca;ESP;2002;;;;;1T1z 3 3;55;;;;
boulder;Women;55;Barbara;Wójcik;POL;2006;;;;;2T3z 6 6;55;;;;
boulder;Women;57;Sandra;Lettner;AUT;2001;;;;;2T3z 8 9;57;;;;
boulder;Women;57;Lisa;Klem;NED;2004;;;;;0T2z 0 2;57;;;;
boulder;Women;59;Julija;Kruder;SLO;1997;;;;;0T2z 0 4;59;;;;
boulder;Women;59;Lea;Kempf;AUT;2004;;;;;2T2z 10 10;59;;;;
boulder;Women;59;Sunniva;Øvre-Eide;NOR;2004;;;;;2T2z 10 10;59;;;;
boulder;Women;62;Lucie;Watillon;BEL;2003;;;;;0T2z 0 5;62;;;;
boulder;Women;63;Maya;Madere;USA;1999;;;;;0T2z 0 7;63;;;;
boulder;Women;63;Anastasia;KOBETS;UKR;2006;;;;;1T4z 6 21;63;;;;
boulder;Women;65;YUETONG;Zhang;CHN;2003;;;;;0T2z 0 11;65;;;;
boulder;Women;65;Laura;Loikas;FIN;2002;;;;;1T4z 8 21;65;;;;
boulder;Women;67;Gayeong;OH;KOR;2006;;;;;1T3z 2 15;67;;;;
boulder;Women;67;Sabina;van Essen;NED;2005;;;;;0T2z 0 15;67;;;;
boulder;Women;69;Hannah;Slaney;GBR;1999;;;;;1T3z 5 9;69;;;;
boulder;Women;69;Valeri;Kremer;ISR;1991;;;;;0T2z 0 24;69;;;;
boulder;Women;71;Jennifer;Wood;GBR;1994;;;;;0T1z 0 1;71;;;;
boulder;Women;71;Babette;Roy;CAN;2002;;;;;1T2z 3 5;71;;;;
boulder;Women;71;Alejandra;Contreras;CHI;2000;;;;;0T1z 0 1;71;;;;
boulder;Women;71;Miriam;Diez Luengo;ESP;2004;;;;;0T1z 0 1;71;;;;
boulder;Women;75;Aleksandra;Totkova;BUL;2005;;;;;1T2z 8 8;75;;;;
boulder;Women;76;Rocio Ailen;Becerra;ARG;1999;;;;;1T1z 7 7;76;;;;
boulder;Women;77;Naama;Yohai;ISR;2000;;;;;0T1z 0 2;77;;;;
boulder;Women;77;Tseng-shun;WONG;HKG;2001;;;;;0T2z 0 13;77;;;;
boulder;Women;79;Lena;SCHRITTWIESER;AUT;2005;;;;;0T1z 0 4;79;;;;
boulder;Women;79;Eni;Malenica;CRO;2005;;;;;0T1z 0 6;79;;;;
boulder;Women;81;Ignacia;Mellado Quinteros;CHI;2002;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Elizabeth;Sepulveda;PUR;2002;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Rebecca;Frangos;CAN;1997;;;;;0T1z 0 5;81;;;;
boulder;Women;81;Doriane;SARAMANDIF;MRI;2005;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Phoebe;Kenderdine;NZL;2003;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Wai-mui;LING;HKG;2001;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Rugile;Tamosiunaite;LTU;2000;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Tuuli;Lappalainen;FIN;1999;;;;;0T0z 0 0;81;;;;
boulder;Women;81;Alexandra;KATERI;GRE;1989;;;;;0T0z 0 0;81;;;;
boulder;Women;90;Valentina;Aguado;ARG;2001;;;;;0T1z 0 8;90;;;;
boulder;Women;90;Evdoxia-Aikaterini;KALLIA;GRE;2002;;;;;0T1z 0 8;90;;;;
boulder;Women;92;Anne;Ackre;NOR;2003;;;;;0T1z 0 11;92;;;;
boulder;Women;93;Mia;Weeda;AUS;2004;;;;;0T0z 0 0;93;;;;
boulder;Women;93;Regine;Storå;NOR;2001;;;;;0T0z 0 0;93;;;;
boulder;Women;93;Ariane;Janata-Burns;RSA;2006;;;;;0T0z 0 0;93;;;;
boulder;Women;93;Muykuay;Silva;CHI;1998;;;;;0T0z 0 0;93;;;;
boulder;Women;93;Lucinda Ann;Stirling;AUS;1993;;;;;0T0z 0 0;93;;;;
boulder;Women;;Nika;Potapova;UKR;2003;;;;;DNS;;;;;
