discipline;category;rank;firstname;lastname;country;yob;Qualification 1 score;Qualification 1 rank;Qualification 2 score;Qualification 2 rank;Qualification score;Qualification rank;Semi-Final score;Semi-Final rank;1/8 score;1/4 score;1/2 score;Small Final score;Final score;Final rank
lead;Men;88;Jonas;Leffeck;BRA;1992;14;88;13;82;85.96;88;;;;;;;;
lead;Men;89;Kostiantyn;Pavlenko;UKR;1998;13;93;13+;78;86.22;89;;;;;;;;
lead;Men;90;Dzmitry;Nikanorau;BLR;1997;13;93;13;82;88.36;90;;;;;;;;
lead;Men;91;Nickolaie;RIVADENEIRA ;ECU;2001;14;88;12+;86;88.75;91;;;;;;;;
lead;Men;92;Matin;Bayat;IRI;2000;16+;78;8+;95;88.76;92;;;;;;;;
lead;Men;93;Gaurav;Kumar;IND;1994;13+;90;12+;86;89.99;93;;;;;;;;
lead;Men;93;Joshua;Bruyns;RSA;2003;13+;90;12+;86;89.99;93;;;;;;;;
lead;Men;95;TİMUR;TAŞ;TUR;2001;13+;90;8+;95;93.22;95;;;;;;;;
lead;Men;96;Yaroslav;Tkach;UKR;2001;8;95;10+;94;94.75;96;;;;;;;;
lead;Men;97;FERHAT;BEKMEZ;TUR;2003;5;97;11;93;94.98;97;;;;;;;;
lead;Men;;Nimrod;Marcus;ISR;1999;DNS;;DNS;;DNS;;;;;;;;;
lead;Men;;Peter;Kuric;SVK;2001;DNS;;DNS;;DNS;;;;;;;;;
lead;Women;1;Chaehyun;SEO;KOR;2003;TOP;1;TOP;1;1.73;1;TOP;1;;;;;TOP;1
lead;Women;2;Natalia;Grossman;USA;2001;TOP;1;41;4;2.45;2;TOP;2;;;;;37 (4:22);2
lead;Women;3;Laura;Rogora;ITA;2001;44;3;TOP;1;2.45;2;TOP;2;;;;;37 (5:01);3
lead;Women;4;Jessica;Pilz;AUT;1996;36+;9;37+;17;13.44;13;41+;4;;;;;36+;4
lead;Women;5;Brooke;Raboutou;USA;2001;37+;5;40+;5;5.48;5;39+;7;;;;;35+;5
lead;Women;6;Natsuki;Tanii;JPN;2003;19+;42;38+;14;26.52;24;41+;5;;;;;32+;6
lead;Women;7;Dinara;Fakhritdinova;RUS;1992;37+;5;39+;6;7.55;7;39+;8;;;;;32+;7
lead;Women;8;Salomé;Romain;FRA;1996;34+;13;37+;17;16.88;15;40;6;;;;;25+;8
lead;Women;9;Eliska;Adamovska;CZE;2001;37;8;39+;6;8.72;8;39+;9;;;;;;
lead;Women;10;Momoko;ABE;JPN;2003;37+;5;38;16;9.8;10;39+;10;;;;;;
lead;Women;11;Molly;Thompson-Smith;GBR;1997;34+;13;39+;6;11.94;12;39;11;;;;;;
lead;Women;12;Aleksandra;Totkova;BUL;2005;25+;19;39+;6;14.62;14;38;12;;;;;;
lead;Women;13;Ryu;NAKAGAWA;JPN;2004;36;11;39+;6;10.45;11;37;13;;;;;;
lead;Women;14;Lucka;Rakovec;SLO;2001;36;11;TOP;1;4.8;4;35+;14;;;;;;
lead;Women;15;Viktoriia;Meshkova;RUS;2000;34+;13;37+;17;16.88;15;33+;15;;;;;;
lead;Women;16;Vita;Lukan;SLO;2000;41;4;39+;6;6.16;6;30;16;;;;;;
lead;Women;17;Ievgeniia;Kazbekova;UKR;1996;25+;19;29;31;27.25;26;30;17;;;;;;
lead;Women;18;Elena;Krasovskaia;RUS;2000;25;27;38+;14;20.15;18;29;18;;;;;;
lead;Women;19;Mia;Krampl;SLO;2000;36+;9;39+;6;9.5;9;28+;19;;;;;;
lead;Women;20;Ignacia;Mellado Quinteros;CHI;2002;25+;19;37+;17;20.68;19;28+;20;;;;;;
lead;Women;21;Tjasa;Slemensek;SLO;1999;25+;19;33+;24;23.24;23;28+;21;;;;;;
lead;Women;22;Hannah;Meul;GER;2001;23+;30;35+;23;27.13;25;28+;22;;;;;;
lead;Women;23;Andrea;Kümin;SUI;1997;31+;18;29+;29;23.04;22;27+;23;;;;;;
lead;Women;24;Lana;Skusek;SLO;2000;19+;42;39+;6;21.47;20;24;24;;;;;;
lead;Women;25;Julia;Fiser;AUT;1997;25+;19;29;31;27.25;26;22;25;;;;;;
lead;Women;26;Camilla;Moroni;ITA;2001;34+;13;32;26;19.75;17;21+;26;;;;;;
lead;Women;27;Michelle;Hulliger;SUI;1999;25+;19;36+;22;22.25;21;21+;27;;;;;;
lead;Women;28;Kylie;Cullen;USA;2004;25+;19;28+;36;29.43;28;;;;;;;;
lead;Women;29;Michaela;Smetanova;CZE;2003;19+;42;37+;17;30.36;29;;;;;;;;
lead;Women;30;Chloe;Caulier;BEL;1996;25;27;29;31;30.4;30;;;;;;;;
lead;Women;31;Roxana;Wienand;GER;2000;23+;30;29+;29;30.72;31;;;;;;;;
lead;Women;32;Nolwenn;Arc;FRA;2000;34+;13;11+;61;30.74;32;;;;;;;;
lead;Women;33;Nika;Potapova;UKR;2003;23;35;30;28;31.3;33;;;;;;;;
lead;Women;34;Olesya;Prosekova;RUS;1999;22+;36;31;27;31.61;34;;;;;;;;
lead;Women;35;Elnaz;Rekabi;IRI;1989;25+;19;25+;44;32.17;35;;;;;;;;
lead;Women;36;Lynn;van der Meer;NED;1999;23+;30;29;31;32.5;36;;;;;;;;
lead;Women;37;Cloe;Coscoy;USA;2001;25;27;28;42;34.29;37;;;;;;;;
lead;Women;38;Hsiu-Ju;Lin;TPE;1993;19+;42;33;25;34.82;38;;;;;;;;
lead;Women;39;Martina;Demmel;GER;2001;23+;30;28+;36;35.1;39;;;;;;;;
lead;Women;39;Eva Maria;Hammelmüller;AUT;2000;23+;30;28+;36;35.1;39;;;;;;;;
lead;Women;41;Käthe;Atkins;GER;2001;22+;36;28+;36;37.74;41;;;;;;;;
lead;Women;42;Ayala;Kerem;ISR;2001;22+;36;25+;44;41.26;42;;;;;;;;
lead;Women;43;Yael;Taub;ISR;1996;21+;40;25+;44;42.9;43;;;;;;;;
lead;Women;44;Marketa;Janosova;CZE;2004;19+;42;28+;36;43.21;44;;;;;;;;
lead;Women;44;Hana;KOIKE;JPN;2005;19+;42;28+;36;43.21;44;;;;;;;;
lead;Women;46;Valeri;Kremer;ISR;1991;19;56;29;31;43.75;46;;;;;;;;
lead;Women;47;Noa;Shiran;ISR;2001;22;39;25;49;43.94;47;;;;;;;;
lead;Women;48;Valentina;Aguado;ARG;2001;19+;42;27+;43;45.67;48;;;;;;;;
lead;Women;49;Quinn;Mason;USA;2003;19+;42;25+;44;47.23;49;;;;;;;;
lead;Women;50;Bianca;Magalhaes de Castro ;BRA;1988;19+;42;22+;51;49.98;50;;;;;;;;
lead;Women;50;Mahya;Darabian;IRI;2002;19+;42;22+;51;49.98;50;;;;;;;;
lead;Women;52;Ingrid;Kindlihagen;NOR;2002;19+;42;19+;54;51.18;52;;;;;;;;
lead;Women;53;Maya;Dreamer;ISR;2001;19;56;25+;44;51.65;53;;;;;;;;
lead;Women;54;Daria;MEZENTSEVA;RUS;2003;20;41;11;66;52.02;54;;;;;;;;
lead;Women;55;Alejandra;Contreras;CHI;2000;19+;42;18;57;52.58;55;;;;;;;;
lead;Women;56;Puntarika;Tunyavanich;THA;1990;19+;42;17+;58;53.04;56;;;;;;;;
lead;Women;57;Margaryta;Zakharova;UKR;1995;19;56;25;49;53.58;57;;;;;;;;
lead;Women;58;Margarita;Agambayeva;KAZ;1999;19+;42;15+;59;53.72;58;;;;;;;;
lead;Women;59;Hung Ying;Lee;TPE;1985;19;56;22;53;55.44;59;;;;;;;;
lead;Women;60;Andrea;Rojas;ECU;1995;17+;61;18+;55;58.19;60;;;;;;;;
lead;Women;61;Tamara;Ulzhabayeva;KAZ;1987;15;62;18+;55;58.66;61;;;;;;;;
lead;Women;62;Rahil;Ramezani;IRI;2001;19;56;15+;59;58.75;62;;;;;;;;
lead;Women;63;Patrícia;Antunes;BRA;1985;13;64;11+;61;63.5;63;;;;;;;;
lead;Women;64;Yevheniia;Cherniavska;UKR;1986;10+;66;11+;61;64.48;64;;;;;;;;
lead;Women;65;GÜLAY;BALIK;TUR;2000;10;67;11+;61;64.97;65;;;;;;;;
lead;Women;66;DURU GÜNEŞ;YALCIN;TUR;2004;6+;68;11+;61;65.69;66;;;;;;;;
lead;Women;67;Carmen;Contreras;CHI;2004;13+;63;"";;66.41;67;;;;;;;;
lead;Women;68;Maryia;Vernikouskaya;BLR;2000;12;65;10;68;66.48;68;;;;;;;;
lead;Women;69;Tetiana;Kolkotina;UKR;1992;6+;68;10+;67;67.75;69;;;;;;;;
lead;Women;70;Camila;Flores;BRA;1992;2+;70;8+;69;69.5;70;;;;;;;;
lead;Women;;Futaba;Ito;JPN;2002;DNS;;DNS;;DNS;;;;;;;;;
lead;Women;;Thais Makino;Shiraiwa;BRA;1988;DNS;;DNS;;DNS;;;;;;;;;
lead;Women;;Tina Johnsen;Hafsaas;NOR;1994;DNS;;DNS;;DNS;;;;;;;;;
lead;Women;;Sunniva;Øvre-Eide;NOR;2004;DNS;;DNS;;DNS;;;;;;;;;
speed;Men;1;Danyil;Boldyrev;UKR;1992;;;;;5.80;8;;;5.844;5.80;6.14;;5.73;1
speed;Men;2;Erik;Noya Cardona;ESP;1994;;;;;5.817;10;;;5.70;5.87;5.74;;5.95;2
speed;Men;3;Noah;Bratschi;USA;2000;;;;;5.791;6;;;5.77;5.84;6.06;6.31;;3
speed;Men;4;Guillaume;Moro;FRA;1994;;;;;5.85;12;;;5.75;7.76;6.47;8.46;;4
speed;Men;5;Tobias;Plangger;AUT;2001;;;;;5.945;15;;;6.01;5.98;;;;5
speed;Men;6;John;Brosler;USA;1997;;;;;5.76;4;;;5.72;FALL;;;;6
speed;Men;7;Rishat;Khaibullin;KAZ;1995;;;;;5.946;16;;;5.76;FALL;;;;7
speed;Men;8;Vladislav;Deulin;RUS;1994;;;;;5.74;3;;;6.06;FALL;;;;8
speed;Men;9;Reza;Alipour Shenazandifard;IRI;1994;;;;;5.797;7;;;5.75;;;;;9
speed;Men;10;Marcin;Dzienski;POL;1993;;;;;5.71;1;;;5.83;;;;;10
speed;Men;11;Gian Luca;Zodda;ITA;1999;;;;;5.814;9;;;5.849;;;;;11
speed;Men;12;Amir;Maimuratov;KAZ;1995;;;;;5.84;11;;;5.91;;;;;12
speed;Men;13;Arsenii;Bogomolov;RUS;1995;;;;;5.77;5;;;6.07;;;;;13
speed;Men;14;Pierre;Rebreyend;FRA;1997;;;;;5.90;14;;;6.17;;;;;14
speed;Men;15;Dmitrii;Timofeev;RUS;1993;;;;;5.72;2;;;FALL;;;;;15
speed;Men;16;Aleksandr;Shikov;RUS;1997;;;;;5.89;13;;;FALL;;;;;16
speed;Men;17;Kostiantyn;Pavlenko;UKR;1998;;;;;5.96;17;;;;;;;;
speed;Men;18;Ludovico;Fossali;ITA;1997;;;;;5.98;18;;;;;;;;
speed;Men;19;Carlos;Granja;ECU;1999;;;;;5.99;19;;;;;;;;
speed;Men;20;Milad;Alipourshenazandifard;IRI;1999;;;;;6.04;20;;;;;;;;
speed;Men;21;Ehsan;Asrar;IRI;1998;;;;;6.08;21;;;;;;;;
speed;Men;22;Amir Reza;Karam Zadeh;IRI;2002;;;;;6.14;22;;;;;;;;
speed;Men;23;Beknur;Altynbekov;KAZ;2002;;;;;6.196;23;;;;;;;;
speed;Men;24;Yongjun;JUNG;KOR;2003;;;;;6.197;24;;;;;;;;
speed;Men;25;Linus;Bader;GER;2002;;;;;6.26;25;;;;;;;;
speed;Men;26;Sebastian;Lucke;GER;2002;;;;;6.29;26;;;;;;;;
speed;Men;27;Jan;Kriz;CZE;1996;;;;;6.37;27;;;;;;;;
speed;Men;28;Mehdi;Alipour Shenazandifard;IRI;1998;;;;;6.52;28;;;;;;;;
speed;Men;29;Phanuphong;Bunprakop;THA;1997;;;;;6.65;29;;;;;;;;
speed;Men;30;Yaroslav;Tkach;UKR;2001;;;;;6.67;30;;;;;;;;
speed;Men;31;Alex;Vivas ;ECU;2001;;;;;6.73;31;;;;;;;;
speed;Men;32;Jan;Hojer;GER;1992;;;;;6.91;32;;;;;;;;
speed;Men;33;Matvey;Yessipov;KAZ;2003;;;;;6.99;33;;;;;;;;
speed;Men;34;Nickolaie;RIVADENEIRA ;ECU;2001;;;;;7.03;34;;;;;;;;
speed;Men;35;Juan Martin;Peña;ECU;2000;;;;;7.10;35;;;;;;;;
speed;Men;36;Roman;Kostyukov;KAZ;1998;;;;;7.17;36;;;;;;;;
speed;Men;37;Chia Hsiang;Lin;TPE;1998;;;;;7.18;37;;;;;;;;
speed;Men;38;Merritt;Ernsberger;USA;1999;;;;;7.40;38;;;;;;;;
speed;Men;39;Aaron;Peñaranda;ECU;2000;;;;;7.68;39;;;;;;;;
speed;Men;40;Peter;Kuric;SVK;2001;;;;;7.84;40;;;;;;;;
speed;Men;41;Philipp;Martin;GER;1994;;;;;8.00;41;;;;;;;;
speed;Men;42;Yannick;Flohé;GER;1999;;;;;8.62;42;;;;;;;;
speed;Men;43;Fedir;Samoilov;UKR;1997;;;;;9.19;43;;;;;;;;
speed;Men;44;FERHAT;BEKMEZ;TUR;2003;;;;;9.34;44;;;;;;;;
speed;Men;45;Joshua;Bruyns;RSA;2003;;;;;9.91;45;;;;;;;;
speed;Men;46;Gaurav;Kumar;IND;1994;;;;;9.97;46;;;;;;;;
speed;Men;47;TİMUR;TAŞ;TUR;2001;;;;;10.02;47;;;;;;;;
speed;Men;48;Sergii;Topishko;UKR;1988;;;;;10.11;48;;;;;;;;
speed;Men;49;Lev;Rudatskiy;RUS;1998;;;;;11.76;49;;;;;;;;
speed;Men;50;Ethan;Pitcher;CAN;2001;;;;;FALSE START;50;;;;;;;;
speed;Men;;Colin;Duffy;USA;2003;;;;;DNS;;;;;;;;;
speed;Men;;Hritik;Marne;IND;2000;;;;;DNS;;;;;;;;;
speed;Women;1;Natalia;Kalucka;POL;2001;;;;;7.42;4;;;7.44;7.15;7.07;;7.18;1
speed;Women;2;Iuliia;Kaplina;RUS;1993;;;;;7.23;2;;;7.31;7.60;7.09;;8.94;2
speed;Women;3;Aleksandra;Miroslaw;POL;1994;;;;;6.99;1;;;7.37;7.10;FALL;7.00;;3
speed;Women;4;Ekaterina;Barashchuk;RUS;1999;;;;;7.53;6;;;7.58;7.61;8.89;8.47;;4
speed;Women;5;Elizaveta;Ivanova;RUS;1999;;;;;7.45;5;;;7.69;7.30;;;;5
speed;Women;6;Capucine;Viglione;FRA;2002;;;;;7.76;8;;;7.67;7.55;;;;6
speed;Women;7;Emma;Hunt;USA;2003;;;;;7.40;3;;;9.29;9.41;;;;7
speed;Women;8;Anna;Brozek;POL;1995;;;;;7.62;7;;;7.73;FALL;;;;8
speed;Women;9;Patrycja;Chudziak;POL;1997;;;;;7.88;9;;;7.72;;;;;9
speed;Women;10;Aleksandra;Kalucka;POL;2001;;;;;8.17;13;;;7.87;;;;;10
speed;Women;11;Franziska;Ritter;GER;2003;;;;;8.23;15;;;8.06;;;;;11
speed;Women;12;Beatrice;Colli;ITA;2004;;;;;8.12;12;;;8.13;;;;;12
speed;Women;13;Andrea;Rojas;ECU;1995;;;;;8.11;11;;;8.16;;;;;13
speed;Women;14;Mariia;Krasavina;RUS;1990;;;;;7.91;10;;;8.17;;;;;14
speed;Women;15;Laura;Stöckler;AUT;1999;;;;;8.32;16;;;12.37;;;;;15
speed;Women;16;Yelyzaveta;Lavrykova;UKR;2001;;;;;8.22;14;;;FALL;;;;;16
speed;Women;17;Alexandra;Elmer;AUT;1996;;;;;8.33;17;;;;;;;;
speed;Women;18;Tamara;Ulzhabayeva;KAZ;1987;;;;;8.41;18;;;;;;;;
speed;Women;19;Polina;KULAGINA;RUS;2002;;;;;8.58;19;;;;;;;;
speed;Women;20;Tetiana;Kolkotina;UKR;1992;;;;;8.59;20;;;;;;;;
speed;Women;21;María;Laborda Sagaste;ESP;2004;;;;;8.74;21;;;;;;;;
speed;Women;22;Assel;Marlenova;KAZ;1997;;;;;8.78;22;;;;;;;;
speed;Women;23;Mia;Krampl;SLO;2000;;;;;9.60;23;;;;;;;;
speed;Women;24;Jessica;Pilz;AUT;1996;;;;;9.81;24;;;;;;;;
speed;Women;25;Mahya;Darabian;IRI;2002;;;;;9.86;25;;;;;;;;
speed;Women;26;Pratthana;Raksachat;THA;1995;;;;;10.19;26;;;;;;;;
speed;Women;27;Elnaz;Rekabi;IRI;1989;;;;;10.35;27;;;;;;;;
speed;Women;28;Margaryta;Zakharova;UKR;1995;;;;;10.46;28;;;;;;;;
speed;Women;29;Grace;Crowley;AUS;2003;;;;;10.76;29;;;;;;;;
speed;Women;30;Roxana;Wienand;GER;2000;;;;;10.88;30;;;;;;;;
speed;Women;31;TANZILA;OSPAN;KAZ;2004;;;;;10.90;31;;;;;;;;
speed;Women;32;ALINA;PONOMARYOVA;KAZ;2004;;;;;10.97;32;;;;;;;;
speed;Women;33;Hannah;Meul;GER;2001;;;;;11.01;33;;;;;;;;
speed;Women;34;Thita;Chintasak;THA;1998;;;;;11.36;34;;;;;;;;
speed;Women;35;Nika;Potapova;UKR;2003;;;;;11.60;35;;;;;;;;
speed;Women;36;Ievgeniia;Kazbekova;UKR;1996;;;;;13.78;36;;;;;;;;
speed;Women;37;Isabel;Gifford;USA;1999;;;;;20.98;37;;;;;;;;
boulder;Men;1;Kokoro;Fujii;JPN;1992;;;;;5T5z 9 6;1;2T4z 3 12;3;;;;;4T4z 6 6;1
boulder;Men;2;Tomoa;Narasaki;JPN;1996;;;;;4T5z 8 6;3;3T3z 7 5;1;;;;;3T3z 6 6;2
boulder;Men;3;Manuel;Cornu;FRA;1993;;;;;4T5z 13 11;7;3T3z 8 5;2;;;;;2T3z 2 3;3
boulder;Men;4;Aleksey;Rubtsov;RUS;1988;;;;;3T5z 6 7;15;2T3z 9 6;6;;;;;2T3z 7 5;4
boulder;Men;5;Nimrod;Marcus;ISR;1999;;;;;3T4z 10 11;19;2T3z 3 5;4;;;;;0T2z 0 9;5
boulder;Men;6;Anze;Peharc;SLO;1997;;;;;4T5z 11 8;5;2T3z 7 7;5;;;;;0T2z 0 10;6
boulder;Men;7;Hamish;McArthur;GBR;2002;;;;;3T5z 6 9;7;2T3z 12 11;7;;;;;;
boulder;Men;8;Yoshiyuki;Ogata;JPN;1998;;;;;4T4z 9 4;5;1T4z 1 14;8;;;;;;
boulder;Men;9;Zan;Lovenjak Sudar;SLO;1998;;;;;3T5z 11 11;19;1T4z 2 14;9;;;;;;
boulder;Men;10;Tomoaki;Takata;JPN;1995;;;;;3T4z 4 10;15;1T4z 4 14;10;;;;;;
boulder;Men;11;Mickael;Mawem;FRA;1990;;;;;3T5z 4 5;11;1T3z 2 6;11;;;;;;
