"fullname","discipline","category","Age","country","rank"
"Aaron Mattes","speed","Men",20,"AUS",47
"Aaron Mattes","speed","Men",20,"AUS",47
"Aaron Peñaranda","boulder","Men",21,"ECU",85
"Aaron Peñaranda","combined","Men",21,"ECU",11
"Aaron Peñaranda","lead","Men",21,"ECU",83
"Aaron Peñaranda","speed","Men",21,"ECU",39
"Abby Gebert","speed","Women",18,"NZL",35
"ABDUL ROCHMAN SYARIFAH","lead","Women",29,"IDN",52
"Ádám Bakurecz","boulder","Men",20,"HUN",59
"Ádám Bakurecz","boulder","Men",20,"HUN",59
"Adam Ondra","boulder","Men",28,"CZE",1
"Adam Ondra","boulder","Men",28,"CZE",1
"Adam Ondra","lead","Men",28,"CZE",1
"Adam Ondra","lead","Men",28,"CZE",1
"Addyson Tallent","speed","Women",16,"USA",25
"Adela Bajerova","boulder","Women",18,"CZE",69
"Adela Bajerova","boulder","Women",18,"CZE",69
"ADITYA TRI SYAHRIA","speed","Men",19,"IDN",11
"Adrien Lemaire","boulder","Men",23,"FRA",23
"Adrien Lemaire","boulder","Men",23,"FRA",23
"Adrien Lemaire","lead","Men",23,"FRA",32
"Adrien Lemaire","lead","Men",23,"FRA",32
"Adrien Lemaire","lead","Men",23,"FRA",32
"Adrien Lemaire","lead","Men",23,"FRA",32
"Adrien Lemaire","lead","Men",23,"FRA",32
"Adriene Clark","boulder","Women",18,"USA",17
"Adriene Clark","boulder","Women",18,"USA",17
"Adriene Clark","boulder","Women",18,"USA",17
"Adriene Clark","boulder","Women",18,"USA",17
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Afra Hönig","boulder","Women",26,"DEU",11
"Agathe Calliet","boulder","Women",19,"FRA",24
"Agathe Calliet","boulder","Women",19,"FRA",24
"Agniete Baltrune","boulder","Women",26,"LTU",69
"Agniete Baltrune","boulder","Women",26,"LTU",69
"Ai Mori","boulder&lead","Women",19,"JPN",1
"Ai Mori","lead","Women",19,"JPN",1
"Ai Mori","lead","Women",19,"JPN",1
"Ai TAKEUCHI","speed","Women",17,"JPN",19
"Ai TAKEUCHI","speed","Women",17,"JPN",19
"Ai TAKEUCHI","speed","Women",17,"JPN",19
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","boulder","Women",20,"ESP",35
"Aida Torres Illamola","lead","Women",19,"ESP",47
"Aida Torres Illamola","lead","Women",19,"ESP",47
"Aida Torres Illamola","lead","Women",19,"ESP",47
"Aida Torres Illamola","lead","Women",19,"ESP",47
"Aida Torres Illamola","lead","Women",19,"ESP",47
"Aida Torres Illamola","lead","Women",19,"ESP",47
"Akihisa KAJI","speed","Men",20,"JPN",26
"Akihisa KAJI","speed","Men",20,"JPN",26
"Akihisa KAJI","speed","Men",20,"JPN",26
"Akiyo Noguchi","boulder","Women",32,"JPN",4
"Akiyo Noguchi","boulder","Women",32,"JPN",4
"Akiyo Noguchi","boulder","Women",32,"JPN",4
"Akiyo Noguchi","lead","Women",32,"JPN",3
"Akiyo Noguchi","speed","Women",32,"JPN",13
"Alannah Yip","boulder","Women",29,"CAN",10
"Alannah Yip","boulder","Women",29,"CAN",10
"Alannah Yip","boulder","Women",29,"CAN",10
"Alannah Yip","boulder","Women",29,"CAN",10
"Alannah Yip","boulder","Women",29,"CAN",10
"Alannah Yip","boulder","Women",29,"CAN",10
"Alannah Yip","boulder&lead","Women",29,"CAN",24
"Alannah Yip","lead","Women",29,"CAN",13
"Alannah Yip","lead","Women",29,"CAN",13
"Alannah Yip","lead","Women",29,"CAN",13
"Alannah Yip","lead","Women",29,"CAN",13
"Alannah Yip","lead","Women",29,"CAN",13
"Alannah Yip","lead","Women",29,"CAN",13
"Alannah Yip","lead","Women",29,"CAN",13
"Albert  Ilsaas Suthurst","boulder","Men",20,"NOR",75
"Alberto Ginés López","boulder","Men",20,"ESP",11
"Alberto Ginés López","boulder","Men",20,"ESP",11
"Alberto Ginés López","boulder","Men",20,"ESP",11
"Alberto Ginés López","boulder","Men",20,"ESP",11
"Alberto Ginés López","boulder","Men",20,"ESP",11
"Alberto Ginés López","boulder","Men",20,"ESP",11
"Alberto Ginés López","lead","Men",20,"ESP",5
"Alberto Ginés López","lead","Men",20,"ESP",5
"Alberto Ginés López","lead","Men",20,"ESP",5
"Alberto Ginés López","lead","Men",20,"ESP",5
"Alberto Ginés López","lead","Men",20,"ESP",5
"Alberto Ginés López","lead","Men",20,"ESP",5
"Alberto Ginés López","speed","Men",20,"ESP",31
"Alberto Gotta","lead","Men",30,"ITA",25
"Alberto Gotta","lead","Men",30,"ITA",25
"Alberto Gotta","lead","Men",30,"ITA",25
"Alberto Gotta","lead","Men",30,"ITA",25
"Alberto Gotta","lead","Men",30,"ITA",25
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","boulder","Women",21,"CHL",43
"Alejandra Contreras","lead","Women",21,"CHL",43
"Alejandra Contreras","lead","Women",21,"CHL",43
"Alejandra Contreras","lead","Women",21,"CHL",43
"Alejandra Contreras","lead","Women",21,"CHL",43
"Alejandra Contreras","lead","Women",21,"CHL",43
"Alejandra Contreras","lead","Women",21,"CHL",43
"Alejandra Contreras","speed","Women",22,"CHL",18
"Alejandra Contreras","speed","Women",22,"CHL",18
"Alejandra Contreras","speed","Women",22,"CHL",18
"Alejandra Contreras","speed","Women",22,"CHL",18
"Alejandra Contreras","speed","Women",22,"CHL",18
"Alejandro Crespo Cobos","boulder","Men",24,"ESP",49
"Alejandro Crespo Cobos","boulder","Men",24,"ESP",49
"Alejandro Crespo Cobos","boulder","Men",24,"ESP",49
"Alejandro Crespo Cobos","boulder","Men",24,"ESP",49
"Alejandro Crespo Cobos","boulder","Men",24,"ESP",49
"Alejandro Crespo Cobos","boulder","Men",24,"ESP",49
"Alejandro Rivas Domínguez","speed","Men",21,"ESP",40
"Alejandro Rivas Domínguez","speed","Men",21,"ESP",40
"Alejandro Rivas Domínguez","speed","Men",21,"ESP",40
"Aleksandr Shikov","speed","Men",24,"RUS",6
"Aleksandr Shikov","speed","Men",24,"RUS",6
"Aleksandr Shilov","speed","Men",28,"RUS",24
"Aleksandra Kalucka","lead","Women",20,"POL",46
"Aleksandra Kalucka","lead","Women",20,"POL",46
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Kalucka","speed","Women",21,"POL",1
"Aleksandra Miroslaw","speed","Women",28,"POL",1
"Aleksandra Miroslaw","speed","Women",28,"POL",1
"Aleksandra Miroslaw","speed","Women",28,"POL",1
"Aleksandra Miroslaw","speed","Women",28,"POL",1
"Aleksandra Miroslaw","speed","Women",28,"POL",1
"Aleksandra Totkova","boulder","Women",17,"BGR",31
"Aleksandra Totkova","boulder","Women",17,"BGR",31
"Aleksandra Totkova","boulder","Women",17,"BGR",31
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksandra Totkova","lead","Women",16,"BGR",3
"Aleksey Rubtsov","boulder","Men",33,"RUS",4
"Aleksey Rubtsov","boulder","Men",33,"RUS",4
"Aleksey Rubtsov","boulder","Men",33,"RUS",4
"Aleksey Rubtsov","boulder","Men",33,"RUS",4
"Aleksey Rubtsov","boulder","Men",33,"RUS",4
"Aleksey Rubtsov","lead","Men",34,"RUS",34
"Alessandro Boulos","speed","Men",28,"ITA",26
"Alessandro Boulos","speed","Men",28,"ITA",26
"Alessandro Boulos","speed","Men",28,"ITA",26
"Alessandro Boulos","speed","Men",28,"ITA",26
"Alessandro Cingari","speed","Men",23,"ITA",17
"Alessandro Cingari","speed","Men",23,"ITA",17
"Alessandro Cingari","speed","Men",23,"ITA",17
"Alessandro Cingari","speed","Men",23,"ITA",17
"Alessia Mabboni","boulder","Women",16,"ITA",59
"Alessia Mabboni","lead","Women",16,"ITA",42
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","boulder","Men",26,"ISR",19
"Alex Khazanov","lead","Men",26,"ISR",42
"Alex Khazanov","lead","Men",26,"ISR",42
"Alex Khazanov","lead","Men",26,"ISR",42
"Alex Kiechle-Cornish","boulder","Men",23,"NZL",134
"Alex Mendes Júnior","boulder","Men",22,"BRA",85
"Alex Mendes Júnior","lead","Men",22,"BRA",71
"Alex Vivas ","speed","Men",20,"ECU",31
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","boulder","Men",25,"GBR",8
"Alex Waterhouse","lead","Men",25,"GBR",20
"Alex Waterhouse","lead","Men",25,"GBR",20
"Alex Waterhouse","lead","Men",25,"GBR",20
"Alex Waterhouse","lead","Men",25,"GBR",20
"Alex Waterhouse","lead","Men",25,"GBR",20
"Alex Waterhouse","lead","Men",25,"GBR",20
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","boulder","Men",28,"DEU",8
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","lead","Men",29,"DEU",2
"Alexander Megos","speed","Men",29,"DEU",49
"Alexandra Elmer","speed","Women",25,"AUT",7
"Alexandra Elmer","speed","Women",25,"AUT",7
"Alexandra Elmer","speed","Women",25,"AUT",7
"Alexandra Gullberg","lead","Women",20,"SWE",54
"Alexandra Gullberg","lead","Women",20,"SWE",54
"Alexandra KATERI","boulder","Women",33,"GRC",81
"Alexandru Olteanu","boulder","Men",21,"ROU",103
"Alexey Panfilov","boulder","Men",24,"KAZ",81
"Alexey Panfilov","lead","Men",24,"KAZ",84
"ALFIAN MUHAMMAD FAJRI","speed","Men",25,"IDN",7
"ALFIAN MUHAMMAD FAJRI","speed","Men",25,"IDN",7
"ALFIAN MUHAMMAD FAJRI","speed","Men",25,"IDN",7
"ALFIAN MUHAMMAD FAJRI","speed","Men",25,"IDN",7
"ALFIAN MUHAMMAD FAJRI","speed","Men",25,"IDN",7
"ALINA PONOMARYOVA","speed","Women",17,"KAZ",32
"Alisher Murat","speed","Men",25,"KAZ",20
"Alisher Murat","speed","Men",25,"KAZ",20
"Alisher Murat","speed","Men",25,"KAZ",20
"Alisher Murat","speed","Men",25,"KAZ",20
"Alistair Duval","lead","Men",20,"FRA",29
"Alistair Duval","lead","Men",20,"FRA",29
"Alistair Duval","lead","Men",20,"FRA",29
"Alistair Duval","lead","Men",20,"FRA",29
"Alivany Ver Khadijah","speed","Women",20,"IDN",14
"Alivany Ver Khadijah","speed","Women",20,"IDN",14
"Alivany Ver Khadijah","speed","Women",20,"IDN",14
"Alivany Ver Khadijah","speed","Women",20,"IDN",14
"Allison Vest","boulder","Women",26,"CAN",29
"Allison Vest","boulder","Women",26,"CAN",29
"Alma Bestvater","boulder","Women",25,"DEU",12
"Alma Bestvater","boulder","Women",25,"DEU",12
"Alma Bestvater","boulder","Women",25,"DEU",12
"Alma Bestvater","boulder","Women",25,"DEU",12
"Alma Bestvater","boulder","Women",25,"DEU",12
"Alyssa Meyer","lead","Women",20,"ZAF",72
"Alyssa Meyer","lead","Women",20,"ZAF",72
"Amiad Lipman","boulder","Men",21,"ISR",57
"Amiad Lipman","boulder","Men",21,"ISR",57
"Amiad Lipman","lead","Men",20,"ISR",56
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Maimuratov","speed","Men",27,"KAZ",6
"Amir Reza Karam Zadeh","speed","Men",19,"IRN",22
"Anastasia KOBETS","boulder","Women",16,"UKR",63
"Anastasia KOBETS","boulder","Women",16,"UKR",63
"Anastasija Teriochina","boulder","Women",34,"LTU",53
"Anastasija Teriochina","boulder","Women",34,"LTU",53
"Anastasija Teriochina","lead","Women",34,"LTU",74
"Andoni Esparta Frade","boulder","Men",20,"ESP",97
"Andoni Esparta Frade","lead","Men",20,"ESP",53
"Andoni Esparta Frade","lead","Men",20,"ESP",53
"Andoni Esparta Frade","lead","Men",20,"ESP",53
"Andrea Kümin","boulder","Women",24,"CHE",3
"Andrea Kümin","boulder","Women",24,"CHE",3
"Andrea Kümin","boulder","Women",24,"CHE",3
"Andrea Kümin","boulder","Women",24,"CHE",3
"Andrea Kümin","boulder","Women",24,"CHE",3
"Andrea Kümin","boulder&lead","Women",25,"CHE",16
"Andrea Kümin","lead","Women",24,"CHE",16
"Andrea Kümin","lead","Women",24,"CHE",16
"Andrea Kümin","lead","Women",24,"CHE",16
"Andrea Rojas","lead","Women",26,"ECU",60
"Andrea Rojas","speed","Women",27,"ECU",8
"Andrea Rojas","speed","Women",27,"ECU",8
"Andrea Rojas","speed","Women",27,"ECU",8
"Andrea Rojas","speed","Women",27,"ECU",8
"Andrea Rojas","speed","Women",27,"ECU",8
"Andrea Rojas","speed","Women",27,"ECU",8
"Andrej Polak","lead","Men",19,"SVN",31
"Andrew Goodall","speed","Men",17,"GBR",29
"Anja Köhler ","boulder","Women",18,"CHE",64
"Anja Köhler ","lead","Women",17,"CHE",49
"Anja Santini Mikulić","boulder","Women",17,"HRV",47
"Anna Brozek","speed","Women",27,"POL",4
"Anna Brozek","speed","Women",27,"POL",4
"Anna Brozek","speed","Women",27,"POL",4
"Anna Brozek","speed","Women",27,"POL",4
"Anna Brozek","speed","Women",27,"POL",4
"Anna Brozek","speed","Women",27,"POL",4
"Anna Brozek","speed","Women",27,"POL",4
"Anna Maria Apel","boulder","Women",17,"DEU",69
"Anna Maria Apel","speed","Women",17,"DEU",29
"Anna Tsyganova","speed","Women",29,"RUS",25
"Anna Zaikina","boulder","Women",28,"RUS",29
"Anna Zaikina","boulder","Women",28,"RUS",29
"Anna Zaikina","lead","Women",28,"RUS",33
"Anne Ackre","boulder","Women",19,"NOR",92
"Anne-Sophie Koller","boulder","Women",25,"CHE",45
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Anne-Sophie Koller","lead","Women",26,"CHE",15
"Annika Stöckl","lead","Women",16,"AUT",52
"Anon Matsufuji","boulder","Women",19,"JPN",5
"Anon Matsufuji","boulder","Women",19,"JPN",5
"Anon Matsufuji","boulder","Women",19,"JPN",5
"Anon Matsufuji","boulder","Women",19,"JPN",5
"Anouck Jaubert","boulder","Women",27,"FRA",43
"Anouck Jaubert","boulder","Women",27,"FRA",43
"Anouck Jaubert","lead","Women",28,"FRA",48
"Anouck Jaubert","speed","Women",28,"FRA",5
"Anouck Jaubert","speed","Women",28,"FRA",5
"Anthony Gullsten","boulder","Men",31,"FIN",21
"Anthony Gullsten","boulder","Men",31,"FIN",21
"Anthony Gullsten","boulder","Men",31,"FIN",21
"Anthony Gullsten","lead","Men",31,"FIN",16
"Anthony Gullsten","lead","Men",31,"FIN",16
"Anthony Gullsten","lead","Men",31,"FIN",16
"Anthony Gullsten","lead","Men",31,"FIN",16
"Anthony Gullsten","lead","Men",31,"FIN",16
"Anton Young Hong Nielsen","boulder","Men",22,"DNK",79
"Anton Young Hong Nielsen","boulder","Men",22,"DNK",79
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder","Men",25,"SVN",2
"Anze Peharc","boulder&lead","Men",25,"SVN",22
"Anze Peharc","lead","Men",24,"SVN",28
"Anze Peharc","lead","Men",24,"SVN",28
"Anze Peharc","lead","Men",24,"SVN",28
"Ao YURIKUSA","boulder","Men",19,"JPN",25
"Ao YURIKUSA","boulder&lead","Men",20,"JPN",12
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Ao YURIKUSA","lead","Men",20,"JPN",1
"Arantza Fernández Gutierrez","boulder","Women",20,"MEX",47
"Arantza Fernández Gutierrez","boulder","Women",20,"MEX",47
"Arantza Fernández Gutierrez","speed","Women",20,"MEX",26
"Arantza Fernández Gutierrez","speed","Women",20,"MEX",26
"ARDCH INTRACHUPONGSE","boulder","Men",18,"THA",51
"ARDCH INTRACHUPONGSE","boulder","Men",18,"THA",51
"ARDCH INTRACHUPONGSE","speed","Men",18,"THA",35
"ARDCH INTRACHUPONGSE","speed","Men",18,"THA",35
"Ariane Franken","lead","Women",16,"AUT",33
"Ariane Janata-Burns","boulder","Women",16,"ZAF",93
"Arsène Duval","lead","Men",23,"FRA",15
"Arsène Duval","lead","Men",23,"FRA",15
"Arsène Duval","lead","Men",23,"FRA",15
"Arsène Duval","lead","Men",23,"FRA",15
"Arsène Duval","lead","Men",23,"FRA",15
"Arsène Duval","lead","Men",23,"FRA",15
"Arsenii Bogomolov","speed","Men",26,"RUS",13
"Arsenii Bogomolov","speed","Men",26,"RUS",13
"Arta Matelsone","boulder","Women",24,"LVA",68
"Arta Matelsone","boulder","Women",24,"LVA",68
"Arta Matelsone","lead","Women",24,"LVA",75
"Ashima Shiraishi","lead","Women",20,"USA",4
"Ashima Shiraishi","lead","Women",20,"USA",4
"Ashley Fisher","lead","Women",19,"USA",44
"ASPAR ASPAR","speed","Men",30,"IDN",1
"ASPAR ASPAR","speed","Men",30,"IDN",1
"ASPAR ASPAR","speed","Men",30,"IDN",1
"ASPAR ASPAR","speed","Men",30,"IDN",1
"ASPAR ASPAR","speed","Men",30,"IDN",1
"Assel Marlenova","boulder","Women",24,"KAZ",73
"Assel Marlenova","speed","Women",25,"KAZ",18
"Assel Marlenova","speed","Women",25,"KAZ",18
"Assel Marlenova","speed","Women",25,"KAZ",18
"Assel Marlenova","speed","Women",25,"KAZ",18
"Assel Marlenova","speed","Women",25,"KAZ",18
"Athanasia LIOUNI","lead","Women",19,"GRC",45
"Attila Zsombor Radics","boulder","Men",17,"HUN",41
"Attila Zsombor Radics","boulder","Men",17,"HUN",41
"Attila Zsombor Radics","boulder","Men",17,"HUN",41
"Attila Zsombor Radics","lead","Men",18,"HUN",63
"Attila Zsombor Radics","lead","Men",18,"HUN",63
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Aurelia Sarisson","speed","Women",25,"FRA",5
"Axel Lindfors","boulder","Men",31,"FIN",59
"Axel Lindfors","boulder","Men",31,"FIN",59
"Axel Lindfors","boulder","Men",31,"FIN",59
"Axel Lindfors","boulder","Men",31,"FIN",59
"Axel Lindfors","boulder","Men",31,"FIN",59
"Axel Lindfors","lead","Men",30,"FIN",70
"Axel Lindfors","lead","Men",30,"FIN",70
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","boulder","Women",20,"ISR",6
"Ayala Kerem","lead","Women",20,"ISR",35
"Ayala Kerem","lead","Women",20,"ISR",35
"Ayala Kerem","lead","Women",20,"ISR",35
"Ayala Kerem","lead","Women",20,"ISR",35
"Ayala Kerem","lead","Women",20,"ISR",35
"Ayumu MITA","speed","Men",17,"JPN",24
"Ayumu MITA","speed","Men",17,"JPN",24
"Ayumu MITA","speed","Men",17,"JPN",24
"Ayumu MITA","speed","Men",17,"JPN",24
"Ayumu MITA","speed","Men",17,"JPN",24
"Babette Roy","boulder","Women",20,"CAN",31
"Babette Roy","boulder","Women",20,"CAN",31
"Babette Roy","boulder","Women",20,"CAN",31
"Babette Roy","boulder","Women",20,"CAN",31
"Babette Roy","boulder","Women",20,"CAN",31
"Babette Roy","lead","Women",20,"CAN",45
"Babette Roy","lead","Women",20,"CAN",45
"Babette Roy","lead","Women",20,"CAN",45
"Babette Roy","lead","Women",20,"CAN",45
"Baptiste Ometz","boulder","Men",23,"CHE",33
"Barbara Wójcik","boulder","Women",16,"POL",55
"Bassa Mawem","boulder","Men",37,"FRA",102
"Beatrice Colli","boulder","Women",18,"ITA",65
"Beatrice Colli","speed","Women",18,"ITA",6
"Beatrice Colli","speed","Women",18,"ITA",6
"Beatrice Colli","speed","Women",18,"ITA",6
"Beatrice Colli","speed","Women",18,"ITA",6
"Beatrice Colli","speed","Women",18,"ITA",6
"Beatrice Colli","speed","Women",18,"ITA",6
"Beatrice Colli","speed","Women",18,"ITA",6
"Beknur Altynbekov","speed","Men",20,"KAZ",23
"Beknur Altynbekov","speed","Men",20,"KAZ",23
"Beknur Altynbekov","speed","Men",20,"KAZ",23
"Ben Abel","boulder","Men",24,"AUS",59
"Ben Abel","boulder","Men",24,"AUS",59
"Ben Abel","boulder","Men",24,"AUS",59
"Ben Abel","boulder","Men",24,"AUS",59
"Ben Abel","boulder","Men",24,"AUS",59
"Ben Abel","lead","Men",23,"AUS",58
"Ben Abel","lead","Men",23,"AUS",58
"Bence Fuksz","lead","Men",17,"HUN",70
"Benjamin Blaser","boulder","Men",31,"CHE",53
"Benjamin Haidacher","lead","Men",18,"AUT",63
"Benjamin Haidacher","lead","Men",18,"AUT",63
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","boulder","Men",24,"USA",15
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Hanna","lead","Men",24,"USA",32
"Benjamin Vargas","boulder","Men",23,"CHL",43
"Benjamin Vargas","boulder","Men",23,"CHL",43
"Benjamin Vargas","boulder","Men",23,"CHL",43
"Benjamin Vargas","lead","Men",22,"CHL",62
"Benjamin Vargas","lead","Men",22,"CHL",62
"Bianca Magalhaes de Castro ","boulder","Women",34,"BRA",81
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianca Magalhaes de Castro ","lead","Women",34,"BRA",45
"Bianka Janecka","boulder","Women",18,"POL",88
"Bianka Janecka","lead","Women",18,"POL",49
"Bianka Janecka","lead","Women",18,"POL",49
"Bohdan Botnar","boulder","Men",20,"UKR",87
"Bohdan Botnar","lead","Men",20,"UKR",68
"Bohdan Botnar","lead","Men",20,"UKR",68
"Bohdan Botnar","speed","Men",21,"UKR",43
"Brooke Raboutou","boulder","Women",20,"USA",2
"Brooke Raboutou","boulder","Women",20,"USA",2
"Brooke Raboutou","boulder","Women",20,"USA",2
"Brooke Raboutou","boulder","Women",20,"USA",2
"Brooke Raboutou","boulder","Women",20,"USA",2
