"fullname","discipline","category","Age","country","rank"
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"Fabian Förander","lead","Men",23,"SWE",50
"FADYA DEVI MONICA","lead","Women",17,"IDN",33
"FADYA DEVI MONICA","lead","Women",17,"IDN",33
"FADYA DEVI MONICA","lead","Women",17,"IDN",33
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","boulder","Women",28,"FRA",7
"Fanny Gibert","lead","Women",28,"FRA",16
"Fanny Gibert","lead","Women",28,"FRA",16
"Fanny Gibert","lead","Women",28,"FRA",16
"Fanny Gibert","lead","Women",28,"FRA",16
"FATCHUR ROJI","lead","Men",26,"IDN",36
"Federica Papetti","boulder","Women",18,"ITA",41
"Federica Papetti","lead","Women",17,"ITA",62
"Fedir Samoilov","boulder","Men",24,"UKR",41
"Fedir Samoilov","boulder","Men",24,"UKR",41
"Fedir Samoilov","boulder","Men",24,"UKR",41
"Fedir Samoilov","boulder","Men",24,"UKR",41
"Fedir Samoilov","boulder","Men",24,"UKR",41
"Fedir Samoilov","boulder","Men",24,"UKR",41
"Fedir Samoilov","combined","Men",24,"UKR",3
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","lead","Men",24,"UKR",5
"Fedir Samoilov","speed","Men",24,"UKR",43
"Felipe  Ho Foganholo","boulder","Men",23,"BRA",45
"Felipe  Ho Foganholo","boulder","Men",23,"BRA",45
"Felipe  Ho Foganholo","boulder","Men",23,"BRA",45
"Felipe  Ho Foganholo","boulder","Men",23,"BRA",45
"Felipe  Ho Foganholo","boulder","Men",23,"BRA",45
"Felipe  Ho Foganholo","boulder","Men",23,"BRA",45
"Felipe  Ho Foganholo","boulder&lead","Men",23,"BRA",33
"Felipe  Ho Foganholo","lead","Men",23,"BRA",43
"Felipe  Ho Foganholo","lead","Men",23,"BRA",43
"Felipe  Ho Foganholo","lead","Men",23,"BRA",43
"Felipe  Ho Foganholo","lead","Men",23,"BRA",43
"Felipe  Ho Foganholo","lead","Men",23,"BRA",43
"FERHAT BEKMEZ","boulder","Men",18,"TUR",85
"FERHAT BEKMEZ","combined","Men",18,"TUR",13
"FERHAT BEKMEZ","lead","Men",18,"TUR",97
"FERHAT BEKMEZ","speed","Men",18,"TUR",44
"Filip Donchev","boulder","Men",23,"BGR",93
"Filip Hromada","boulder","Men",17,"SVK",110
"Filip Hromada","lead","Men",17,"SVK",88
"Filip Kurtović","lead","Men",18,"HRV",53
"Filip Schenk","boulder","Men",21,"ITA",21
"Filip Schenk","boulder","Men",21,"ITA",21
"Filip Schenk","boulder","Men",21,"ITA",21
"Filip Schenk","boulder","Men",21,"ITA",21
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filip Schenk","lead","Men",22,"ITA",7
"Filippos LAVRENTAKIS-RIGAKIS","lead","Men",16,"GRC",56
"Flavy Cohaut","boulder","Women",21,"FRA",9
"Flavy Cohaut","boulder","Women",21,"FRA",9
"Flavy Cohaut","boulder","Women",21,"FRA",9
"Flavy Cohaut","boulder","Women",21,"FRA",9
"Florian Klingler","boulder","Men",24,"AUT",39
"Florian Klingler","boulder","Men",24,"AUT",39
"Flynn Hugh Chisholm","speed","Men",17,"NZL",48
"Francesca Matuella","boulder","Women",16,"ITA",61
"Franz Josef Weber","boulder","Men",33,"MEX",65
"Franz Josef Weber","boulder","Men",33,"MEX",65
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Ritter","speed","Women",19,"DEU",4
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","boulder","Women",24,"AUT",5
"Franziska Sterrer","lead","Women",23,"AUT",22
"Franziska Sterrer","lead","Women",23,"AUT",22
"Franziska Sterrer","lead","Women",23,"AUT",22
"Frede Rasmussen","boulder","Men",20,"DNK",103
"Frederik Viberg Christiansen","boulder","Men",20,"DNK",43
"Frederik Viberg Christiansen","boulder","Men",20,"DNK",43
"Frederik Viberg Christiansen","boulder","Men",20,"DNK",43
"Frederik Viberg Christiansen","boulder","Men",20,"DNK",43
"Frederik Viberg Christiansen","speed","Men",20,"DNK",36
"Fredrik Serlachius","boulder","Men",23,"SWE",55
"Fredrik Serlachius","boulder","Men",23,"SWE",55
"Fredrik Serlachius","boulder","Men",23,"SWE",55
"Fredrik Serlachius","boulder","Men",23,"SWE",55
"Fredrik Serlachius","boulder","Men",23,"SWE",55
"Fredrik Serlachius","lead","Men",24,"SWE",51
"Fredrik Serlachius","lead","Men",24,"SWE",51
"Fredrik Serlachius","lead","Men",24,"SWE",51
"Fredrik Serlachius","lead","Men",24,"SWE",51
"Fredrik Serlachius","lead","Men",24,"SWE",51
"Fredrik Serlachius","lead","Men",24,"SWE",51
"Fredrik Serlachius","lead","Men",24,"SWE",51
"FUJIYANTI WIDIA","lead","Women",23,"IDN",21
"Fumika KAWAKAMI","speed","Women",16,"JPN",17
"Fumika KAWAKAMI","speed","Women",16,"JPN",17
"Fumika KAWAKAMI","speed","Women",16,"JPN",17
"Fumika KAWAKAMI","speed","Women",16,"JPN",17
"Fumika KAWAKAMI","speed","Women",16,"JPN",17
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder","Women",20,"JPN",4
"Futaba Ito","boulder&lead","Women",20,"JPN",7
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Futaba Ito","lead","Women",20,"JPN",9
"Gabrielle Tourtellotte","speed","Women",25,"USA",24
"Galo  Hernandez","boulder","Men",21,"ECU",83
"Galo  Hernandez","lead","Men",21,"ECU",62
"Gaurav Kumar","boulder","Men",27,"IND",85
"Gaurav Kumar","combined","Men",27,"IND",12
"Gaurav Kumar","lead","Men",27,"IND",93
"Gaurav Kumar","speed","Men",27,"IND",46
"Gayeong OH","boulder","Women",16,"KOR",20
"Gayeong OH","boulder","Women",16,"KOR",20
"Gayeong OH","boulder","Women",16,"KOR",20
"Gayeong OH","lead","Women",16,"KOR",26
"Gayeong OH","lead","Women",16,"KOR",26
"Gayeong OH","lead","Women",16,"KOR",26
"GENEVIEVE Dennis","boulder","Women",17,"USA",38
"GENEVIEVE Dennis","boulder","Women",17,"USA",38
"Georg Parma","lead","Men",25,"AUT",27
"Georg Parma","lead","Men",25,"AUT",27
"Georg Parma","lead","Men",25,"AUT",27
"Georg Parma","lead","Men",25,"AUT",27
"Georg Parma","lead","Men",25,"AUT",27
"Gergő Vályi ","boulder","Men",18,"HUN",73
"Gergő Vályi ","boulder","Men",18,"HUN",73
"Gergő Vályi ","lead","Men",17,"HUN",35
"Gergő Vályi ","lead","Men",17,"HUN",35
"Gergő Vályi ","lead","Men",17,"HUN",35
"Geva Levin","boulder","Men",18,"ISR",35
"Geva Levin","boulder","Men",18,"ISR",35
"Geva Levin","boulder","Men",18,"ISR",35
"Geva Levin","boulder","Men",18,"ISR",35
"Geva Levin","lead","Men",18,"ISR",76
"Geva Levin","lead","Men",18,"ISR",76
"Gholamali Baratzadeh","boulder","Men",37,"IRN",19
"Gholamali Baratzadeh","boulder","Men",37,"IRN",19
"Gholamali Baratzadeh","boulder","Men",37,"IRN",19
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Gian Luca Zodda","speed","Men",23,"ITA",4
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","boulder","Women",22,"ITA",7
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgia Tesio","lead","Women",21,"ITA",14
"Giorgio Tomatis","lead","Men",18,"ITA",36
"Giorgio Tomatis","lead","Men",18,"ITA",36
"Giorgio Tomatis","lead","Men",18,"ITA",36
"Giorgio Tomatis","lead","Men",18,"ITA",36
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giovanni Placci","lead","Men",20,"ITA",13
"Giulia Medici","boulder","Women",22,"ITA",43
"Giulia Medici","boulder","Women",22,"ITA",43
"Giulia Medici","boulder","Women",22,"ITA",43
"Giulia Medici","boulder","Women",22,"ITA",43
"Giulia Randi ","speed","Women",20,"ITA",4
"Giulia Randi ","speed","Women",20,"ITA",4
"Giulia Randi ","speed","Women",20,"ITA",4
"Giulia Randi ","speed","Women",20,"ITA",4
"Giulia Randi ","speed","Women",20,"ITA",4
"Giulia Randi ","speed","Women",20,"ITA",4
"Giulia Randi ","speed","Women",20,"ITA",4
"GLENN BAKRI","speed","Men",24,"IDN",28
"Grace Crowley","boulder","Women",19,"AUS",48
"Grace Crowley","boulder","Women",19,"AUS",48
"Grace Crowley","boulder","Women",19,"AUS",48
"Grace Crowley","boulder","Women",19,"AUS",48
"Grace Crowley","speed","Women",19,"AUS",27
"Grace Crowley","speed","Women",19,"AUS",27
"Grace Crowley","speed","Women",19,"AUS",27
"Grace Crowley","speed","Women",19,"AUS",27
"Grace Crowley","speed","Women",19,"AUS",27
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","boulder","Men",26,"SVN",6
"Gregor Vezonik","lead","Men",27,"SVN",31
"Gregor Vezonik","lead","Men",27,"SVN",31
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillaume Moro","speed","Men",28,"FRA",4
"Guillem Monsech Gasca","lead","Men",22,"ESP",63
"GUIZHEN XIE","speed","Women",24,"CHN",5
"GUIZHEN XIE","speed","Women",24,"CHN",5
"GUIZHEN XIE","speed","Women",24,"CHN",5
"GUIZHEN XIE","speed","Women",24,"CHN",5
"GÜLAY BALIK","boulder","Women",21,"TUR",73
"GÜLAY BALIK","lead","Women",21,"TUR",65
"Gustavo Gabriel Suarez Munne","boulder","Men",22,"ARG",89
"Gustavo Gabriel Suarez Munne","boulder","Men",22,"ARG",89
"Guy McNamee","boulder","Men",20,"CAN",15
"Guy McNamee","boulder","Men",20,"CAN",15
"Guy McNamee","boulder","Men",20,"CAN",15
"Guy McNamee","boulder","Men",20,"CAN",15
"Guy McNamee","boulder","Men",20,"CAN",15
"Guy McNamee","boulder","Men",20,"CAN",15
"Guy McNamee","lead","Men",20,"CAN",53
"Guy McNamee","lead","Men",20,"CAN",53
"Guy McNamee","lead","Men",20,"CAN",53
"Guy McNamee","lead","Men",20,"CAN",53
"Guy McNamee","lead","Men",20,"CAN",53
"HAIBIN QU","lead","Men",30,"CHN",66
"HAIBIN QU","lead","Men",30,"CHN",66
"Hajime Takeda","speed","Men",20,"JPN",24
"Hajime Takeda","speed","Men",20,"JPN",24
"Hajime Takeda","speed","Men",20,"JPN",24
"Hajime Takeda","speed","Men",20,"JPN",24
"Hajime Takeda","speed","Men",20,"JPN",24
"Hamish McArthur","boulder","Men",20,"GBR",7
"Hamish McArthur","boulder","Men",20,"GBR",7
"Hamish McArthur","boulder","Men",20,"GBR",7
"Hamish McArthur","boulder","Men",20,"GBR",7
"Hamish McArthur","boulder","Men",20,"GBR",7
"Hamish McArthur","boulder","Men",20,"GBR",7
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hamish McArthur","lead","Men",20,"GBR",3
"Hana KOIKE","boulder","Women",17,"JPN",27
"Hana KOIKE","boulder","Women",17,"JPN",27
"Hana KOIKE","boulder","Women",17,"JPN",27
"Hana KOIKE","boulder","Women",17,"JPN",27
"Hana KOIKE","boulder","Women",17,"JPN",27
"Hana KOIKE","boulder","Women",17,"JPN",27
"Hana KOIKE","lead","Women",17,"JPN",9
"Hana KOIKE","lead","Women",17,"JPN",9
"Hana KOIKE","lead","Women",17,"JPN",9
"Hana Krizova","speed","Women",21,"CZE",39
"Hanareum SUNG","speed","Women",17,"KOR",22
"Hanareum SUNG","speed","Women",17,"KOR",22
"Hanareum SUNG","speed","Women",17,"KOR",22
"Hanareum SUNG","speed","Women",17,"KOR",22
"Hannah Kerr","lead","Women",17,"GBR",46
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","boulder","Women",20,"DEU",2
"Hannah Meul","combined","Women",20,"DEU",5
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","lead","Women",20,"DEU",4
"Hannah Meul","speed","Women",20,"DEU",33
"Hannah Schubert","lead","Women",24,"AUT",45
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","boulder","Women",23,"GBR",31
"Hannah Slaney","lead","Women",23,"GBR",33
"Hannes Puman","boulder","Men",25,"SWE",49
"Hannes Puman","boulder","Men",25,"SWE",49
"Hannes Puman","boulder","Men",25,"SWE",49
"Hannes Puman","boulder","Men",25,"SWE",49
"Hannes Puman","boulder&lead","Men",25,"SWE",18
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Puman","lead","Men",24,"SWE",10
"Hannes Van Duysen","boulder","Men",18,"BEL",31
"Hannes Van Duysen","boulder","Men",18,"BEL",31
"Hannes Van Duysen","boulder","Men",18,"BEL",31
"Hannes Van Duysen","boulder","Men",18,"BEL",31
"Hannes Van Duysen","boulder&lead","Men",18,"BEL",19
"Hannes Van Duysen","lead","Men",18,"BEL",28
"Hannes Van Duysen","lead","Men",18,"BEL",28
"Hannes Van Duysen","lead","Men",18,"BEL",28
"Hannes Van Duysen","lead","Men",18,"BEL",28
"HARAM JEON","speed","Men",19,"KOR",37
"Haruka KANETANI","speed","Women",16,"JPN",25
"Haruka KANETANI","speed","Women",16,"JPN",25
"Heeju NOH","speed","Women",18,"KOR",23
"Heeju NOH","speed","Women",18,"KOR",23
"Heeju NOH","speed","Women",18,"KOR",23
"HEEYEON PARK","boulder","Women",30,"KOR",51
"Hélène Janicot","lead","Women",29,"FRA",8
"Hélène Janicot","lead","Women",29,"FRA",8
"Hélène Janicot","lead","Women",29,"FRA",8
"Hélène Janicot","lead","Women",29,"FRA",8
"Hélène Janicot","lead","Women",29,"FRA",8
"Heloïse Doumont","lead","Women",23,"BEL",14
"Heloïse Doumont","lead","Women",23,"BEL",14
"Hidemasa Nishida","lead","Men",20,"JPN",4
"Hidemasa Nishida","lead","Men",20,"JPN",4
"Hidemasa Nishida","lead","Men",20,"JPN",4
"HINAYAH MUHAMMAD","speed","Men",27,"IDN",51
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","boulder","Women",21,"GBR",9
"Holly Toothill","lead","Women",21,"GBR",34
"HONGCHUN XIANG","boulder","Women",24,"CHN",51
"HONGCHUN XIANG","boulder","Women",24,"CHN",51
"HONGCHUN XIANG","lead","Women",24,"CHN",57
"HONGCHUN XIANG","lead","Women",24,"CHN",57
"HONGCHUN XIANG","lead","Women",24,"CHN",57
"HONGCHUN XIANG","lead","Women",24,"CHN",57
"Hossein Familrohani","boulder","Men",30,"IRN",75
"Hossein Familrohani","boulder","Men",30,"IRN",75
"Hossein Familrohani","boulder","Men",30,"IRN",75
"Hossein Familrohani","boulder","Men",30,"IRN",75
"Hritik Marne","boulder","Men",21,"IND",92
"Hritik Marne","lead","Men",22,"IND",38
"Hritik Marne","lead","Men",22,"IND",38
"Hritik Marne","lead","Men",22,"IND",38
"Hritik Marne","lead","Men",22,"IND",38
"Hritik Marne","lead","Men",22,"IND",38
"Hsiu-Ju Lin","boulder","Women",28,"TWN",65
"Hsiu-Ju Lin","boulder&lead","Women",29,"TWN",25
"Hsiu-Ju Lin","lead","Women",28,"TWN",24
"Hsiu-Ju Lin","lead","Women",28,"TWN",24
"HUALONG SONG","lead","Men",22,"CHN",79
"HUALONG SONG","lead","Men",22,"CHN",79
"Hubert Przytula","speed","Men",29,"POL",23
"Hugo Parmentier","lead","Men",24,"FRA",26
"Hugo Parmentier","lead","Men",24,"FRA",26
"Hugo Parmentier","lead","Men",24,"FRA",26
"Hugo Parmentier","lead","Men",24,"FRA",26
"Hugo Parmentier","lead","Men",24,"FRA",26
"Hugo Parmentier","lead","Men",24,"FRA",26
"Hung Ying Lee","boulder","Women",37,"TWN",39
"Hung Ying Lee","boulder","Women",37,"TWN",39
"Hung Ying Lee","boulder","Women",37,"TWN",39
"Hung Ying Lee","boulder&lead","Women",37,"TWN",26
"Hung Ying Lee","lead","Women",37,"TWN",19
"Hung Ying Lee","lead","Women",37,"TWN",19
"Hung Ying Lee","lead","Women",37,"TWN",19
"Hung Ying Lee","speed","Women",37,"TWN",29
"HYEBIN KIM","speed","Women",19,"KOR",30
"Hyeonu SONG","speed","Men",16,"KOR",31
"Hyunbin Min","lead","Men",32,"KOR",17
"Iaroslav PASHKOV","speed","Men",20,"RUS",38
"Ievgeniia Kazbekova","boulder","Women",26,"UKR",14
"Ievgeniia Kazbekova","boulder","Women",26,"UKR",14
"Ievgeniia Kazbekova","boulder","Women",26,"UKR",14
"Ievgeniia Kazbekova","boulder","Women",26,"UKR",14
"Ievgeniia Kazbekova","boulder","Women",26,"UKR",14
"Ievgeniia Kazbekova","combined","Women",25,"UKR",7
"Ievgeniia Kazbekova","lead","Women",26,"UKR",16
"Ievgeniia Kazbekova","lead","Women",26,"UKR",16
"Ievgeniia Kazbekova","lead","Women",26,"UKR",16
"Ievgeniia Kazbekova","lead","Women",26,"UKR",16
"Ievgeniia Kazbekova","speed","Women",25,"UKR",36
"Ignacia Mellado Quinteros","boulder","Women",20,"CHL",35
"Ignacia Mellado Quinteros","boulder","Women",20,"CHL",35
"Ignacia Mellado Quinteros","boulder","Women",20,"CHL",35
"Ignacia Mellado Quinteros","boulder","Women",20,"CHL",35
"Ignacia Mellado Quinteros","lead","Women",19,"CHL",20
"Ignacia Mellado Quinteros","lead","Women",19,"CHL",20
"Ignacia Mellado Quinteros","lead","Women",19,"CHL",20
"Ignacia Mellado Quinteros","lead","Women",19,"CHL",20
"Ignacia Mellado Quinteros","lead","Women",19,"CHL",20
"Ignacia Mellado Quinteros","lead","Women",19,"CHL",20
"Ignas Kisielius","boulder","Men",25,"LTU",85
"Ignas Kisielius","boulder","Men",25,"LTU",85
"Igor Veselic","lead","Men",18,"SRB",51
"Igor Veselic","lead","Men",18,"SRB",51
"Ilaria Scolaris","lead","Women",24,"ITA",15
"Ilaria Scolaris","lead","Women",24,"ITA",15
"Ilaria Scolaris","lead","Women",24,"ITA",15
"Ilaria Scolaris","lead","Women",24,"ITA",15
"Ilaria Scolaris","lead","Women",24,"ITA",15
"Ilja Auersperg","boulder","Men",16,"AUT",35
"Illia Bakhmet-Smolenskyi","boulder","Men",16,"UKR",85
"Illia Bakhmet-Smolenskyi","lead","Men",16,"UKR",63
"Illia Bakhmet-Smolenskyi","lead","Men",16,"UKR",63
"Ilmari Piiroinen","boulder","Men",19,"FIN",97
"Ilmari Piiroinen","lead","Men",19,"FIN",87
"Iman Arezeh","boulder","Men",20,"IRN",99
"INA PLASSOUX DJIGA","lead","Women",23,"FRA",35
"INA PLASSOUX DJIGA","lead","Women",23,"FRA",35
"Indiana Chapman","boulder","Women",19,"CAN",33
"Indiana Chapman","boulder","Women",19,"CAN",33
"Indiana Chapman","boulder","Women",19,"CAN",33
"Indiana Chapman","boulder","Women",19,"CAN",33
"Indiana Chapman","lead","Women",19,"CAN",52
"Indiana Chapman","lead","Women",19,"CAN",52
"Indiana Chapman","lead","Women",19,"CAN",52
"Ingrid Kindlihagen","boulder","Women",19,"NOR",49
"Ingrid Kindlihagen","boulder","Women",19,"NOR",49
"Ingrid Kindlihagen","boulder","Women",19,"NOR",49
"Ingrid Kindlihagen","boulder","Women",19,"NOR",49
"Ingrid Kindlihagen","boulder","Women",19,"NOR",49
"Ingrid Kindlihagen","lead","Women",19,"NOR",52
"Ingrid Kindlihagen","lead","Women",19,"NOR",52
"Ingrid Kindlihagen","lead","Women",19,"NOR",52
"Ioannis-Filippos NOEL-BAKER","boulder","Men",19,"GRC",85
"Ioannis-Filippos NOEL-BAKER","lead","Men",19,"GRC",118
"Irina Daziano","boulder","Women",18,"ITA",45
"Irina Daziano","boulder","Women",18,"ITA",45
"Irina Daziano","boulder","Women",18,"ITA",45
"Irina Kuzmenko","boulder","Women",26,"RUS",29
"Irina Kuzmenko","boulder","Women",26,"RUS",29
"Irina Kuzmenko","boulder","Women",26,"RUS",29
"Irina Kuzmenko","lead","Women",26,"RUS",52
"Isaac Estevez ","speed","Men",30,"ECU",22
"Isaac Estevez ","speed","Men",30,"ECU",22
"Isaac Estevez ","speed","Men",30,"ECU",22
"Isaac Leff","boulder","Men",17,"USA",37
"Isaac Leff","lead","Men",17,"USA",40
"Isaac Leff","lead","Men",17,"USA",40
"Isabel Gifford","speed","Women",23,"USA",20
"Isabel Gifford","speed","Women",23,"USA",20
"Isabel Gifford","speed","Women",23,"USA",20
"Isabel Gifford","speed","Women",23,"USA",20
"Isabel Gifford","speed","Women",23,"USA",20
"Iuliia Kaplina","speed","Women",28,"RUS",2
"Iuliia Kaplina","speed","Women",28,"RUS",2
"Ivan Luo","boulder","Men",23,"CAN",127
"Ivan Luo","lead","Men",23,"CAN",89
"Ivan Shyshkovskyy","lead","Men",42,"UKR",91
"Iziar Martínez Almendros","boulder","Women",16,"ESP",48
"Iziar Martínez Almendros","boulder","Women",16,"ESP",48
"Iziar Martínez Almendros","lead","Women",16,"ESP",47
"Iziar Martínez Almendros","lead","Women",16,"ESP",47
