discipline;category;rank;firstname;lastname;country;yob;Qualification score;Qualification rank;Semi-final score;Semi-final rank;1/8 score;1/4 score;1/2 score;Small Final score;Final score;Final rank
boulder;Women;10;Nanako;Kura;JPN;2000;4T5z 9 16;17;2T3z 5 5;10;;;;;;
boulder;Women;11;Stasa;Gejo;SRB;1997;4T5z 5 9;11;2T3z 7 8;11;;;;;;
boulder;Women;12;Franziska;Sterrer;AUT;1998;5T5z 8 8;3;1T4z 3 13;12;;;;;;
boulder;Women;13;Jessica;Pilz;AUT;1996;5T5z 13 11;7;1T4z 6 9;13;;;;;;
boulder;Women;14;Afra;Hönig;GER;1995;5T5z 6 6;1;1T3z 2 6;14;;;;;;
boulder;Women;15;Cloe;Coscoy;USA;2001;4T5z 7 9;15;1T3z 2 8;15;;;;;;
boulder;Women;16;Kylie;Cullen;USA;2004;3T5z 3 5;15;1T3z 2 9;16;;;;;;
boulder;Women;17;Camilla;Moroni;ITA;2001;4T4z 5 5;11;1T2z 6 11;17;;;;;;
boulder;Women;18;YUETONG;Zhang;CHN;2003;3T5z 3 6;17;0T1z 0 3;18;;;;;;
boulder;Women;19;Jennifer;Wood;GBR;1994;4T4z 10 9;13;0T1z 0 6;19;;;;;;
boulder;Women;20;Gayeong;OH;KOR;2006;3T5z 5 9;19;0T0z 0 0;20;;;;;;
boulder;Women;21;Petra;Klingler;SUI;1992;3T5z 7 7;21;;;;;;;;
boulder;Women;21;Anon;Matsufuji;JPN;2003;4T4z 12 12;21;;;;;;;;
boulder;Women;23;Katja;Debevec;SLO;1995;3T4z 3 7;23;;;;;;;;
boulder;Women;23;Mia;AOYAGI;JPN;2003;3T4z 3 4;23;;;;;;;;
boulder;Women;23;Roxana;Wienand;GER;2000;3T4z 3 4;23;;;;;;;;
boulder;Women;26;Alannah;Yip;CAN;1993;3T4z 4 5;26;;;;;;;;
boulder;Women;27;Ievgeniia;Kazbekova;UKR;1996;3T4z 3 8;27;;;;;;;;
boulder;Women;27;Quinn;Mason;USA;2003;2T4z 3 7;27;;;;;;;;
boulder;Women;29;Sofya;Yokoyama;SUI;1998;3T4z 4 4;29;;;;;;;;
boulder;Women;29;Vanessa Si Yinn;Teng;SGP;1996;2T4z 3 9;29;;;;;;;;
boulder;Women;31;Adriene;Clark;USA;2004;3T4z 4 5;31;;;;;;;;
boulder;Women;31;Campbell;Sarinopoulos;USA;2004;2T3z 2 4;31;;;;;;;;
boulder;Women;33;Hannah;Slaney;GBR;1999;3T4z 6 8;33;;;;;;;;
boulder;Women;33;Tara;Hayes;GBR;1997;2T3z 4 3;33;;;;;;;;
boulder;Women;35;Evangelina;Briggs;CAN;2006;3T4z 6 10;35;;;;;;;;
boulder;Women;35;Ignacia;Mellado Quinteros;CHI;2002;2T3z 5 5;35;;;;;;;;
boulder;Women;37;Maya;Madere;USA;1999;1T5z 1 12;37;;;;;;;;
boulder;Women;37;Emily;Herdic;USA;2002;3T4z 14 14;37;;;;;;;;
boulder;Women;39;Aida;Torres Illamola;ESP;2002;1T4z 1 12;39;;;;;;;;
boulder;Women;39;Babette;Roy;CAN;2002;2T5z 2 10;39;;;;;;;;
boulder;Women;41;Hana;KOIKE;JPN;2005;1T3z 1 6;41;;;;;;;;
boulder;Women;41;Indiana;Chapman;CAN;2003;2T3z 2 5;41;;;;;;;;
boulder;Women;43;Valentina;Aguado;ARG;2001;2T2z 3 2;43;;;;;;;;
boulder;Women;43;Yejoo;SEO;KOR;2006;1T3z 1 10;43;;;;;;;;
boulder;Women;45;Alejandra;Contreras;CHI;2000;1T2z 3 2;45;;;;;;;;
boulder;Women;45;Tan;Shi Hui;SGP;1992;2T2z 4 3;45;;;;;;;;
boulder;Women;47;Elizabeth;Sepulveda;PUR;2002;1T2z 6 7;47;;;;;;;;
boulder;Women;47;Zoe;GARCIA MOLINA;ARG;2004;1T1z 6 5;47;;;;;;;;
boulder;Women;49;Arantza;Fernández Gutierrez;MEX;2002;1T1z 3 3;49;;;;;;;;
boulder;Women;49;Lauren;Mukheibir;RSA;2001;1T1z 9 6;49;;;;;;;;
boulder;Women;51;Grace;Crowley;AUS;2003;0T1z 0 2;51;;;;;;;;
boulder;Women;51;Siobhan;Dobie;AUS;1997;0T1z 0 3;51;;;;;;;;
boulder;Women;53;Doriane;SARAMANDIF;MRI;2005;0T0z 0 0;53;;;;;;;;
boulder;Women;;Leonie;Lochner;GER;2000;DNS;;;;;;;;;
boulder;Women;;Rebecca;Frangos;CAN;1997;DNS;;;;;;;;;
