City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification 1 score,Qualification 1 rank,Qualification 2 score,Qualification 2 rank,Qualification score,Qualification rank,Semi-final score,Semi-final rank,1/8 score,1/4 score,1/2 score,Small Final score,Final score,Final rank
Chamonix,FRA,2022,LS,WC,speed,Men,19,Euncheol,SHIN,KOR,1999,,,,,5.66,19,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,20,Michael,Finn-Henry,CAN,1999,,,,,5.69,20,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,21,Yongjun,JUNG,KOR,2003,,,,,5.71,21,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,22,Carlos,Granja,ECU,1999,,,,,5.72,22,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,23,Isaac,Estevez ,ECU,1992,,,,,5.727,23,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,24,Ethan,Pitcher,CAN,2001,,,,,5.8,24,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,25,MINHUI,WANG,CHN,2003,,,,,5.81,25,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,26,Mohsen,Shafiei,IRI,1989,,,,,5.89,26,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,27,Shuto,FUJINO,JPN,2004,,,,,5.91,27,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,28,Joe,Goodacre,USA,2001,,,,,5.924,28,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,29,Lawrence,Bogeschdorfer,AUT,2002,,,,,5.928,29,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,30,Yann,LE CLERCQ DE LANNOY,FRA,1999,,,,,5.96,30,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,31,RAHMAD,ADI MULYONO,INA,2000,,,,,6,31,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,32,Matteo,Zurloni,ITA,2002,,,,,6.009,32,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,33,Linus,Bader,GER,2002,,,,,6.01,33,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,34,Cheung-chi Shoji,Chan,HKG,1995,,,,,6.055,34,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,35,Alisher,Murat,KAZ,1997,,,,,6.059,35,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,36,Kostiantyn,Pavlenko,UKR,1998,,,,,6.063,36,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,37,Yudai,Ikeda,JPN,1998,,,,,6.066,37,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,38,Ehsan,Asrar,IRI,1998,,,,,6.1,38,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,39,Zach,Hammer,USA,2006,,,,,6.12,39,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,40,Alejandro,Rivas Domínguez,ESP,2001,,,,,6.144,40,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,41,Minsu,KANG,KOR,2001,,,,,6.149,41,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,42,Taeung,MOON,KOR,2001,,,,,6.16,42,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,43,Cheuk-nam,WONG,HKG,2001,,,,,6.17,43,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,44,Ayumu,MITA,JPN,2005,,,,,6.181,44,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,45,Alessandro,Boulos,ITA,1994,,,,,6.188,45,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,46,Jan,Kriz,CZE,1996,,,,,6.29,46,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,47,Alessandro,Cingari,ITA,1999,,,,,6.32,47,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,48,Lukas,Knapp,AUT,1997,,,,,6.41,48,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,49,Chi-fung,AU,HKG,1995,,,,,6.42,49,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,50,Matvey,Yessipov,KAZ,2003,,,,,6.47,50,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,51,Guillaume,Moro,FRA,1994,,,,,6.5,51,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,52,Gian Luca,Zodda,ITA,1999,,,,,6.555,52,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,53,Matthew,Fall,GBR,2002,,,,,6.556,53,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,54,Dylan,Le,CAN,2005,,,,,6.62,54,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,55,Richard,Li,USA,2006,,,,,6.9,55,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,56,Valentin,Sternik,ARG,2001,,,,,7.21,56,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,57,Joshua,Bruyns,RSA,2003,,,,,7.24,57,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,58,Samuel,Watson,USA,2006,,,,,7.28,58,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,59,Man-hei,CHUNG,HKG,2004,,,,,7.44,59,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,60,Jun,YASUKAWA,JPN,2003,,,,,7.5,60,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,61,Aaron,Mattes,AUS,2002,,,,,8.01,61,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Men,62,Tsz-kiu,LAU,HKG,2004,,,,,FALSE START,62,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,1,LIJUAN,DENG,CHN,2000,,,,,6.74 (AsR),1,,,6.88,6.75,6.71,,6.55,1
Chamonix,FRA,2022,LS,WC,speed,Women,2,Aleksandra,Kalucka,POL,2001,,,,,6.87,3,,,6.96,6.78,6.81,,6.64,2
Chamonix,FRA,2022,LS,WC,speed,Women,3,DESAK,MADE RITA KUSUMA DEWI,INA,2001,,,,,7.02,4,,,7.08,6.92,6.92,6.82,,3
Chamonix,FRA,2022,LS,WC,speed,Women,4,RAJIAH,SALLSABILLAH,INA,1999,,,,,6.85,2,,,7.05,6.85,6.88,6.9,,4
Chamonix,FRA,2022,LS,WC,speed,Women,5,GUIZHEN,XIE,CHN,1998,,,,,7.05,5,,,7.41,7.17,,,,5
Chamonix,FRA,2022,LS,WC,speed,Women,6,DI,NIU,CHN,1996,,,,,7.09,6,,,WILDCARD,7.06,,,,6
Chamonix,FRA,2022,LS,WC,speed,Women,7,Natalia,Kalucka,POL,2001,,,,,7.15,7,,,7.42,7.08,,,,7
Chamonix,FRA,2022,LS,WC,speed,Women,8,NURUL,IQAMAH,INA,1995,,,,,7.22,9,,,7.61,7.25,,,,8
Chamonix,FRA,2022,LS,WC,speed,Women,9,Aurelia,Sarisson,FRA,1997,,,,,7.19,8,,,9.39,,,,,9
Chamonix,FRA,2022,LS,WC,speed,Women,10,Capucine,Viglione,FRA,2002,,,,,7.321,10,,,8.03,,,,,10
Chamonix,FRA,2022,LS,WC,speed,Women,11,Jimin,JEONG,KOR,2004,,,,,7.39,12,,,8.13,,,,,11
Chamonix,FRA,2022,LS,WC,speed,Women,12,Patrycja,Chudziak,POL,1997,,,,,7.41,13,,,7.52,,,,,12
Chamonix,FRA,2022,LS,WC,speed,Women,13,Beatrice,Colli,ITA,2004,,,,,7.65,14,,,7.88,,,,,13
Chamonix,FRA,2022,LS,WC,speed,Women,14,Victoire,Andrier,FRA,1996,,,,,7.7,15,,,7.43,,,,,14
Chamonix,FRA,2022,LS,WC,speed,Women,15,Andrea,Rojas,ECU,1995,,,,,7.73,16,,,8.08,,,,,15
Chamonix,FRA,2022,LS,WC,speed,Women,16,YUFANG,XIE,CHN,2002,,,,,7.324,11,,,DNS,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,17,Mahya,Darabian,IRI,2002,,,,,7.86,17,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,18,Giulia,Randi ,ITA,2002,,,,,7.87,18,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,19,Karin,HAYASHI,JPN,2005,,,,,7.92,19,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,20,Alivany,Ver Khadijah,INA,2002,,,,,7.96,20,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,21,MINGWEI,NI,CHN,2001,,,,,7.99,21,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,22,Carla,Martínez Vidal,ESP,2002,,,,,8.08,22,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,23,Ai,TAKEUCHI,JPN,2005,,,,,8.13,23,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,24,Erica,Velev,CAN,2002,,,,,8.15,24,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,25,Piper,Kelly,USA,1999,,,,,8.16,25,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,26,Natsumi,HAYASHI,JPN,1991,,,,,8.2,26,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,27,Fumika,KAWAKAMI,JPN,2006,,,,,8.27,27,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,28,Julia,Koch,GER,2000,,,,,8.37,28,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,29,Assel,Marlenova,KAZ,1997,,,,,8.41,29,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,30,Heeju,NOH,KOR,2004,,,,,8.6,30,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,31,Liberty,Runnels,USA,2006,,,,,8.67,31,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,32,Sarah,Vouaux,FRA,1999,,,,,8.73,32,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,33,Sophia,Curcio,USA,2006,,,,,8.74,33,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,34,Kobra,Lakzaiifar,IRI,1993,,,,,8.83,34,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,35,Valeria,Macias Ferreira,MEX,2001,,,,,8.84,35,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,36,PUJA,LESTARI,INA,2003,,,,,9.07,36,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,37,Hanareum,SUNG,KOR,2005,,,,,9.12,37,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,38,Margarita,Agambayeva,KAZ,1999,,,,,9.18,38,,,,,,,,
Chamonix,FRA,2022,LS,WC,speed,Women,39,María Fernanda,Hidalgo Amezquita,MEX,2001,,,,,12.11,39,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,1,Jesse,Grupper,USA,1997,40+,7,TOP,1,4.61,3,35+,2,,,,,TOP,1
Edinburgh,GBR,2022,LS,WC,lead,Men,2,Luka,Potocar,SLO,2001,30,21,45+,10,15.91,17,38+,1,,,,,31+,2
Edinburgh,GBR,2022,LS,WC,lead,Men,3,Toby,Roberts,GBR,2005,36+,18,41,22,20.68,23,34+,6,,,,,30+,3
Edinburgh,GBR,2022,LS,WC,lead,Men,4,Stefan,Scherz,AUT,2001,39+,11,41,22,17.1,19,33,7,,,,,30+,4
Edinburgh,GBR,2022,LS,WC,lead,Men,5,Masahiro,Higuchi,JPN,1992,40+,7,45+,10,9.89,11,35+,4,,,,,25+,5
Edinburgh,GBR,2022,LS,WC,lead,Men,6,Sascha,Lehmann,SUI,1998,40+,7,46+,5,7.71,7,34+,5,,,,,25+,6
Edinburgh,GBR,2022,LS,WC,lead,Men,7,Colin,Duffy,USA,2003,39+,11,TOP,1,5.7,5,35+,3,,,,,22,7
Edinburgh,GBR,2022,LS,WC,lead,Men,8,Yoshiyuki,Ogata,JPN,1998,40+,7,41+,20,13.2,14,30+,8,,,,,22,8
Edinburgh,GBR,2022,LS,WC,lead,Men,9,Jonas,Utelli,SUI,2003,24+,34,43+,15,24.91,26,30+,9,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,10,Taisei,Homma,JPN,1999,44+,1,TOP,1,2.24,1,25+,10,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,11,Ao,YURIKUSA,JPN,2002,44+,1,46+,5,3.74,2,25+,11,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,12,Alberto,Ginés López,ESP,2002,44+,1,45+,10,4.8,4,25+,12,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,13,Satone,YOSHIDA,JPN,2004,36+,18,TOP,1,6.89,6,25+,13,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,14,Filip,Schenk,ITA,2000,43+,4,43+,15,8.25,8,25+,14,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,15,Nathaniel,Coleman,USA,1997,39+,11,46+,5,9.54,9,25+,15,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,16,Domen,Skofic,SLO,1994,41+,5,43+,15,9.67,10,25+,16,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,17,Dohyun,LEE,KOR,2002,39+,11,45+,10,12.23,13,25+,17,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,18,Jules,Marchaland,FRA,2001,25,30,46+,5,14.85,15,25+,18,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,19,Sebastian,Halenke,GER,1995,24+,34,46+,5,15.98,18,25+,19,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,20,Hidemasa,Nishida,JPN,2002,39,16,37+,24,20.59,22,25+,20,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,21,Giovanni,Placci,ITA,2001,30,21,37+,24,24.15,25,25,21,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,22,Mathias,Posch,AUT,1999,25+,27,43+,15,21.82,24,23,22,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,23,Nicolas,Collin,BEL,1998,41+,5,37+,24,12.07,12,22+,23,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,24,Victor,Baudrand,CAN,2003,37+,17,45,14,15.43,16,22+,24,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,25,James,Pope,GBR,1998,39+,11,37+,24,18.56,21,22+,25,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,26,Arsène,Duval,FRA,1999,36+,18,43+,15,17.97,20,19,26,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,27,Alex,Waterhouse,GBR,1997,29+,24,37+,24,25.22,27,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,28,Hannes,Van Duysen,BEL,2004,25,30,41+,20,25.41,28,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,29,Marcello,Bombardi,ITA,1993,25,30,37+,24,28.89,29,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,30,Samuel,Butterworth,GBR,2001,30,21,33,42,30.4,30,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,31,Yannick,Nagel,GER,2005,29,25,34+,35,30.62,31,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,32,Benjamin,Hanna,USA,1998,25,30,35+,32,32.24,32,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,33,Maximillian,Milne,GBR,2000,25+,27,34+,35,32.4,33,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,34,Chi-fung,AU,HKG,1995,28,26,28,46,34.58,34,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,35,Daniel,Smith,GBR,2003,25+,27,31,45,35.5,35,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,36,Philipp,Martin,GER,1994,24+,34,34+,35,37,36,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,37,William,Ridal,GBR,1997,20+,44,36+,30,37.35,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,38,Giorgio,Tomatis,ITA,2003,20+,44,36,31,37.97,38,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,39,Oscar,Baudrand,CAN,2005,24+,34,34,41,38.68,39,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,40,Jack,MacDougall,GBR,2005,20+,44,35+,32,39.17,40,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,41,Kieran,Forrest,GBR,2000,21+,42,34+,35,39.92,41,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,41,Sunghoon,PARK,KOR,2003,21+,42,34+,35,39.92,41,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,43,Felipe ,Ho Foganholo,BRA,1999,19+,50,35+,32,40.62,43,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,44,Nikolay,Rusev,BUL,2006,24+,34,27+,47,41.42,44,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,45,Cheung-chi Shoji,Chan,HKG,1995,20+,44,34+,35,41.76,45,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,46,Christoph,Schweiger,GER,2001,22+,40,32,44,42.21,46,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,47,Hamish,McArthur,GBR,2002,24+,34,21,50,42.72,47,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,48,Dylan,Soin,AUS,2006,22+,40,22+,48,44.09,48,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,49,Jakub,Zietek,POL,2002,20+,44,32+,43,44.72,49,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Men,50,Joe,Goodacre,USA,2001,20+,44,21+,49,47.73,50,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,1,Ai,Mori,JPN,2003,TOP,1,TOP,1,4.47,1,TOP,1,,,,,TOP,1
Edinburgh,GBR,2022,LS,WC,lead,Women,2,Janja,Garnbret,SLO,1999,TOP,1,TOP,1,4.47,1,58,3,,,,,TOP,2
Edinburgh,GBR,2022,LS,WC,lead,Women,3,Chaehyun,SEO,KOR,2003,TOP,1,TOP,1,4.47,1,TOP,1,,,,,42+,3
Edinburgh,GBR,2022,LS,WC,lead,Women,4,Natsuki,Tanii,JPN,2003,TOP,1,TOP,1,4.47,1,54+,4,,,,,38+,4
Edinburgh,GBR,2022,LS,WC,lead,Women,5,Natalia,Grossman,USA,2001,TOP,1,TOP,1,4.47,1,49+,5,,,,,38+,5
Edinburgh,GBR,2022,LS,WC,lead,Women,6,Jessica,Pilz,AUT,1996,35,15,TOP,1,8.8,9,49+,6,,,,,28+,6
Edinburgh,GBR,2022,LS,WC,lead,Women,7,Ryu,NAKAGAWA,JPN,2004,38+,13,45+,10,12.49,12,47+,7,,,,,28+,7
Edinburgh,GBR,2022,LS,WC,lead,Women,8,Eliska,Adamovska,CZE,2001,40+,8,TOP,1,6.71,7,43+,8,,,,,19+,8
Edinburgh,GBR,2022,LS,WC,lead,Women,9,Claudia,Ghisolfi,ITA,1996,33+,19,36,25,22.08,23,42+,9,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,10,Risa,Ota,JPN,1993,24+,30,41+,16,22.8,24,42,10,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,11,Sara,Copar,SLO,2005,35,15,34+,27,21.2,22,40,11,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,12,Lucka,Rakovec,SLO,2001,TOP,1,45+,10,6.93,8,37+,12,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,13,Laura,Rogora,ITA,2001,TOP,1,TOP,1,4.47,1,34+,13,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,14,Vita,Lukan,SLO,2000,24+,30,TOP,1,12.75,13,34+,14,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,15,Futaba,Ito,JPN,2002,39+,11,39+,17,14.07,14,34+,15,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,16,Fanny,Gibert,FRA,1993,36+,14,37+,21,17.15,16,33+,16,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,17,Molly,Thompson-Smith,GBR,1997,34+,17,45+,10,14.49,15,31+,17,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,18,Lynn,van der Meer,NED,1999,40+,8,44+,15,11.62,11,28+,18,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,19,Käthe,Atkins,GER,2001,32+,21,38+,20,20.74,20,28,19,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,20,Noa,Shiran,ISR,2001,39,12,33+,32,19.6,19,27+,20,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,21,Manon,Hily,FRA,1994,40+,8,45+,10,10.39,10,27,21,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,22,Aleksandra,Totkova,BUL,2005,27,27,45+,10,18.17,17,26+,22,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,23,Martina,Demmel,GER,2001,27+,23,39+,17,21,21,26+,23,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,24,Mattea,Pötzi,AUT,2000,27+,23,36+,23,23.99,25,26+,24,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,25,Julia,Duffy,USA,2004,32+,21,34+,27,24.97,26,26+,25,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,26,Liv,Egli,SUI,2003,33+,19,39+,17,18.73,18,26,26,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,27,Zoé,Egli,SUI,2002,27+,23,35+,26,25.24,27,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,28,Oriane,Bertone,FRA,2005,27,27,36+,23,25.42,28,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,29,Eva Maria,Hammelmüller,AUT,2000,34+,17,23+,43,28.22,29,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,30,Erin,Mcneice,GBR,2004,25+,29,34+,27,29,30,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,31,Valeri,Kremer,ISR,1991,24+,30,34+,27,30.7,31,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,32,Quinn,Mason,USA,2003,19+,47,37,22,32.33,32,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,33,Hannah,Slaney,GBR,1999,27+,23,23+,43,33.39,33,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,34,Holly,Toothill,GBR,2001,24+,30,30,37,34.91,34,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,34,Yejoo,SEO,KOR,2006,24+,30,30,37,34.91,34,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,36,Michaela,Smetanova,CZE,2003,20+,41,34+,27,35.11,36,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,37,Joanna,Neame,GBR,1999,24,36,32+,34,35.24,37,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,38,Miu,KAKIZAKI,JPN,2003,24+,30,28+,39,35.83,38,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,39,Alannah,Yip,CAN,1993,23+,37,32+,34,36.21,39,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,40,Emma,Bernhard,GER,2003,22+,40,33,33,36.33,40,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,41,Louise,Flockhart,GBR,2004,19+,47,31+,36,41.35,41,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,42,Jennifer,Wood,GBR,1994,23+,37,23+,43,41.58,42,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,42,Rebecca,Frangos,CAN,1997,23+,37,23+,43,41.58,42,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,44,Emily,Herdic,USA,2002,20+,41,24+,41,42,44,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,45,Bianca,Magalhaes de Castro ,BRA,1988,20,45,24+,41,43.45,45,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,46,Hannah,Kerr,GBR,2005,20+,41,23+,43,43.97,46,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,47,Margarita,Agambayeva,KAZ,1999,16,49,28+,39,43.99,47,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,48,Emma,Futcher,GBR,2003,20,45,23+,43,45.5,48,,,,,,,,
Edinburgh,GBR,2022,LS,WC,lead,Women,49,Thea,Cameron,GBR,2000,20+,41,22,49,45.63,49,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,1,Samuel,Watson,USA,2006,,,,,5.49,1,,,5.8,WILDCARD,5.61,,5.97,1
Edinburgh,GBR,2022,LS,WC,speed,Men,2,JINBAO,LONG,CHN,2000,,,,,5.73,10,,,5.54,5.38,5.42,,6.93,2
Edinburgh,GBR,2022,LS,WC,speed,Men,3,Erik,Noya Cardona,ESP,1994,,,,,5.56,3,,,5.68,5.48,FALL,WILDCARD,,3
Edinburgh,GBR,2022,LS,WC,speed,Men,4,Gian Luca,Zodda,ITA,1999,,,,,5.58,4,,,5.76,5.62,FALL,FALSE START,,4
Edinburgh,GBR,2022,LS,WC,speed,Men,5,JIANGUO,LONG,CHN,2003,,,,,5.5,2,,,5.48,FALL,,,,5
Edinburgh,GBR,2022,LS,WC,speed,Men,6,Rishat,Khaibullin,KAZ,1995,,,,,5.59,5,,,WILDCARD,6.4,,,,6
Edinburgh,GBR,2022,LS,WC,speed,Men,7,John,Brosler,USA,1997,,,,,5.6,6,,,5.91,FALL,,,,7
Edinburgh,GBR,2022,LS,WC,speed,Men,8,Yongjun,JUNG,KOR,2003,,,,,5.67,8,,,5.82,FALSE START,,,,8
Edinburgh,GBR,2022,LS,WC,speed,Men,9,Guillaume,Moro,FRA,1994,,,,,5.62,7,,,5.91,,,,,9
Edinburgh,GBR,2022,LS,WC,speed,Men,10,Ryo,OMASA,JPN,2002,,,,,5.69,9,,,5.94,,,,,10
Edinburgh,GBR,2022,LS,WC,speed,Men,11,Ethan,Pitcher,CAN,2001,,,,,5.78,11,,,9.44,,,,,11
Edinburgh,GBR,2022,LS,WC,speed,Men,12,Noah,Bratschi,USA,2000,,,,,5.84,12,,,FALSE START,,,,,12
Edinburgh,GBR,2022,LS,WC,speed,Men,13,Richard,Li,USA,2006,,,,,5.94,13,,,8.54,,,,,13
Edinburgh,GBR,2022,LS,WC,speed,Men,14,Leander,Carmanns,GER,2004,,,,,6.06,14,,,5.83,,,,,14
Edinburgh,GBR,2022,LS,WC,speed,Men,15,Lukas,Knapp,AUT,1997,,,,,6.068,15,,,7.78,,,,,15
Edinburgh,GBR,2022,LS,WC,speed,Men,16,Joe,Goodacre,USA,2001,,,,,6.07,16,,,8.83,,,,,16
Edinburgh,GBR,2022,LS,WC,speed,Men,17,Alessandro,Cingari,ITA,1999,,,,,6.08,17,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,18,Michael,Finn-Henry,CAN,1999,,,,,6.15,18,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,19,Munekazu,KITAMI,JPN,1992,,,,,6.22,19,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,20,Alisher,Murat,KAZ,1997,,,,,6.23,20,,,,,,,,
Edinburgh,GBR,2022,LS,WC,speed,Men,21,Matthew,Fall,GBR,2002,,,,,6.26,21,,,,,,,,
