discipline;category;rank;firstname;lastname;country;yob;Qualification score;Qualification rank;Semi-final score;Semi-final rank;Final score;Final rank
boulder;Men;99;Iman;Arezeh;IRI;2002;0T0z 0 0;99;;;;
boulder;Men;99;Rodrigo;Iasi Hanada;BRA;2002;0T0z 0 0;99;;;;
boulder;Men;99;Seyed Reza;Chashi;IRI;1994;0T0z 0 0;99;;;;
boulder;Men;99;Anton Young Hong;Nielsen;DEN;2000;0T0z 0 0;99;;;;
boulder;Men;99;Jesse;Grupper;USA;1997;0T0z 0 0;99;;;;
boulder;Men;107;Tuukka;Simonen;FIN;2002;0T1z 0 2;107;;;;
boulder;Men;108;Frederik;Viberg Christiansen;DEN;2001;0T1z 0 4;108;;;;
boulder;Men;108;Roman;Batsenko;UKR;1995;0T1z 0 4;108;;;;
boulder;Men;110;Amiad;Lipman;ISR;2001;0T1z 0 11;110;;;;
boulder;Men;111;Pedro ;Avelar;BRA;2000;0T0z 0 0;111;;;;
boulder;Men;111;Mateus;Rodrigues Bellotto;BRA;2003;0T0z 0 0;111;;;;
boulder;Men;;Thilo Jeldrik;Schröter;NOR;1996;DNS;;;;;
boulder;Women;1;Janja;Garnbret;SLO;1999;5T5z 10 10;1;4T4z 6 6;1;4T4z 5 5;1
boulder;Women;2;Natalia;Grossman;USA;2001;4T5z 4 5;3;3T4z 6 7;2;3T4z 8 16;2
boulder;Women;3;Andrea;Kümin;SUI;1997;3T5z 6 6;9;2T3z 3 6;5;1T2z 1 3;3
boulder;Women;4;Oriane;Bertone;FRA;2005;3T5z 10 6;15;2T4z 3 5;3;1T2z 1 5;4
boulder;Women;5;Futaba;Ito;JPN;2002;4T5z 6 6;7;2T3z 4 8;6;0T2z 0 8;5
boulder;Women;6;Stasa;Gejo;SRB;1997;4T4z 10 5;15;2T4z 8 10;4;0T1z 0 3;6
boulder;Women;7;Hannah;Meul;GER;2001;4T5z 5 5;5;2T3z 5 5;7;;
boulder;Women;8;Fanny;Gibert;FRA;1993;2T5z 5 6;19;2T3z 7 8;8;;
boulder;Women;9;Madison;Fischer;CAN;2001;4T5z 11 8;9;2T3z 11 13;9;;
boulder;Women;10;Cloe;Coscoy;USA;2001;2T4z 5 11;19;2T2z 5 3;10;;
boulder;Women;11;Chaehyun;SEO;KOR;2003;3T5z 6 8;13;2T2z 6 6;11;;
boulder;Women;12;Brooke;Raboutou;USA;2001;4T5z 8 7;3;1T4z 1 6;12;;
boulder;Women;13;Camilla;Moroni;ITA;2001;4T5z 9 9;5;1T4z 1 13;13;;
boulder;Women;14;Chloe;Caulier;BEL;1996;3T5z 6 6;9;1T3z 2 4;14;;
boulder;Women;15;Kylie;Cullen;USA;2004;2T5z 5 11;17;1T3z 2 7;15;;
boulder;Women;16;Ayala;Kerem;ISR;2001;5T5z 12 5;1;1T3z 2 13;16;;
boulder;Women;17;Franziska;Sterrer;AUT;1998;4T5z 12 10;12;1T3z 4 20;17;;
boulder;Women;18;Jessica;Pilz;AUT;1996;4T4z 9 5;13;1T3z 5 8;18;;
boulder;Women;19;Lucia;Dörffel;GER;2000;3T5z 5 5;17;1T2z 1 4;19;;
boulder;Women;20;Sol;SA;KOR;1994;4T5z 9 10;7;1T1z 3 3;20;;
boulder;Women;21;Eliska;Adamovska;CZE;2001;2T5z 6 7;21;;;;
boulder;Women;21;Flavy;Cohaut;FRA;2001;2T4z 7 8;21;;;;
boulder;Women;23;Vita;Lukan;SLO;2000;2T4z 2 5;23;;;;
boulder;Women;23;Sofya;Yokoyama;SUI;1998;1T5z 2 10;23;;;;
boulder;Women;25;Mia;Krampl;SLO;2000;2T4z 2 6;25;;;;
boulder;Women;25;Nanako;Kura;JPN;2000;1T4z 1 5;25;;;;
boulder;Women;27;Miho;Nonaka;JPN;1997;2T4z 3 4;27;;;;
boulder;Women;27;Hana;KOIKE;JPN;2005;1T4z 1 7;27;;;;
boulder;Women;29;Maya;Madere;USA;1999;1T4z 1 12;29;;;;
boulder;Women;29;Mia;AOYAGI;JPN;2003;2T4z 7 5;29;;;;
boulder;Women;31;Johanna;Färber;AUT;1998;1T4z 1 13;31;;;;
boulder;Women;31;Molly;Thompson-Smith;GBR;1997;2T4z 7 6;31;;;;
boulder;Women;33;Ievgeniia;Kazbekova;UKR;1996;2T4z 7 10;33;;;;
boulder;Women;33;Saki;Kikuchi;JPN;2002;1T4z 3 11;33;;;;
boulder;Women;35;Laura;Rogora;ITA;2001;2T4z 9 11;35;;;;
boulder;Women;35;Clothilde;Morin;FRA;2000;1T4z 4 4;35;;;;
boulder;Women;37;Liv;Egli;SUI;2003;1T5z 4 13;37;;;;
boulder;Women;37;Sara;Copar;SLO;2005;1T4z 5 8;37;;;;
boulder;Women;39;Lucka;Rakovec;SLO;2001;1T3z 1 3;39;;;;
boulder;Women;39;Giorgia;Tesio;ITA;2000;1T4z 1 5;39;;;;
boulder;Women;41;Roxana;Wienand;GER;2000;1T3z 1 10;41;;;;
boulder;Women;41;Zélia;Avezou;FRA;2004;1T4z 2 7;41;;;;
boulder;Women;43;Julija;Kruder;SLO;1997;1T3z 2 9;43;;;;
boulder;Women;43;Melina;Costanza;USA;1999;1T4z 3 5;43;;;;
boulder;Women;45;Hannah;Slaney;GBR;1999;1T4z 4 5;45;;;;
boulder;Women;45;Natalie;Bärtschi;SUI;1994;1T3z 3 10;45;;;;
boulder;Women;47;Katja;Debevec;SLO;1995;1T3z 3 3;47;;;;
boulder;Women;47;Irina;Daziano;ITA;2004;1T3z 6 4;47;;;;
boulder;Women;49;Naama;Yohai;ISR;2000;1T2z 4 4;49;;;;
boulder;Women;49;Anon;Matsufuji;JPN;2003;0T5z 0 7;49;;;;
boulder;Women;51;Aida;Torres Illamola;ESP;2002;0T5z 0 19;51;;;;
boulder;Women;51;Aleksandra;Totkova;BUL;2005;0T5z 0 15;51;;;;
boulder;Women;53;Oceania;Mackenzie;AUS;2002;0T4z 0 7;53;;;;
boulder;Women;53;Alannah;Yip;CAN;1993;0T4z 0 4;53;;;;
boulder;Women;55;Leonie;Lochner;GER;2000;0T4z 0 8;55;;;;
boulder;Women;55;Eva Maria;Hammelmüller;AUT;2000;0T4z 0 6;55;;;;
boulder;Women;57;Mailys;Piazzalunga;FRA;2001;0T4z 0 9;57;;;;
boulder;Women;57;Emily;Phillips;GBR;2002;0T4z 0 11;57;;;;
boulder;Women;59;Sandra;Lettner;AUT;2001;0T4z 0 12;59;;;;
boulder;Women;59;Maya;Dreamer;ISR;2001;0T4z 0 16;59;;;;
boulder;Women;61;Valeri;Kremer;ISR;1991;0T4z 0 13;61;;;;
boulder;Women;61;Quinn;Mason;USA;2003;0T3z 0 3;61;;;;
boulder;Women;61;Sandra;Hopfensitz;GER;2003;0T3z 0 3;61;;;;
boulder;Women;64;Holly;Toothill;GBR;2001;0T3z 0 7;64;;;;
boulder;Women;64;Babette;Roy;CAN;2002;0T3z 0 7;64;;;;
boulder;Women;64;Anja;Köhler ;SUI;2004;0T3z 0 7;64;;;;
boulder;Women;67;Sanja-Riia;Collin;FIN;1996;0T3z 0 10;67;;;;
boulder;Women;68;Indiana;Chapman;CAN;2003;0T2z 0 2;68;;;;
boulder;Women;69;Jennifer;Wood;GBR;1994;0T3z 0 11;69;;;;
boulder;Women;69;Ingrid;Kindlihagen;NOR;2002;0T2z 0 3;69;;;;
boulder;Women;69;Zoé;Egli;SUI;2002;0T3z 0 11;69;;;;
boulder;Women;72;Katrine;Vandet Salling;DEN;1994;0T2z 0 5;72;;;;
boulder;Women;73;Yael;Taub;ISR;1996;0T2z 0 2;73;;;;
boulder;Women;73;Laura;Loikas;FIN;2002;0T2z 0 9;73;;;;
boulder;Women;73;Lujza;Michalková;SVK;2006;0T2z 0 2;73;;;;
boulder;Women;76;Paige;Boklaschuk;CAN;2002;0T2z 0 10;76;;;;
boulder;Women;77;Vanda;Michalkova;SVK;2002;0T2z 0 4;77;;;;
boulder;Women;77;Rut;Monsech Gasca;ESP;2002;0T1z 0 2;77;;;;
boulder;Women;79;Valentina;Aguado;ARG;2001;0T1z 0 1;79;;;;
boulder;Women;79;Regine;Storå;NOR;2001;0T1z 0 5;79;;;;
boulder;Women;81;Elizabeth;Sepulveda;PUR;2002;0T1z 0 8;81;;;;
boulder;Women;81;Bianca;Magalhaes de Castro ;BRA;1988;0T0z 0 0;81;;;;
boulder;Women;83;Doriane;SARAMANDIF;MRI;2005;0T0z 0 0;83;;;;
